Metodo,Mejor valor,Promedio valor,Mediana valor,Promedio evaluaciones,Promedio iteraciones,Mejor en valor,Mejor en evaluaciones
Evolucion diferencial,2.999999999999922,2.999999999999935,2.999999999999932,4840.0,120.0,Si,Si
PSO,2.999999999999951,3.0000000000016143,3.0000000000000324,4840.0,120.0,Si,Si
Algoritmo evolutivo,3.0074200597473912,3.1998331626807803,3.098264824672326,4840.0,120.0,,Si
Descenso por gradiente,10.492143026389964,328.0776327375795,81.16439520638166,5002.0,5000.0,,
