Metodo,Mejor valor,Promedio valor,Mediana valor,Promedio evaluaciones,Promedio iteraciones,Mejor en valor,Mejor en evaluaciones
Descenso por gradiente,0.0317850782663842,2.029338743632493,2.176434310109556,1002.0,1000.0,Si,Si
