corrida,dimension,posicion_inicial,posicion_final,valor_final,iteraciones,evaluaciones
38,2,"[-0.07984354403193272, -1.6182059891991558]","[0.1596131943234659, 0.023112383916863766]",0.7068088270273822,1000,1002
39,2,"[-1.0565836150270875, 1.993369982022232]","[-1.3052393590716285, 1.7113500533930508]",5.320057916762142,1000,1002
40,2,"[-1.464338256275402, -0.004554123463245574]","[-0.4958189692524923, 0.25333351980077135]",2.2430949939296054,1000,1002
41,2,"[0.4839658877670159, 0.8292965193486497]","[0.785114458996836, 0.6154301879076002]",0.0462707657892747,1000,1002
42,2,"[0.24432100756240027, -2.007978608971024]","[0.1633118170132886, 0.02426907883814041]",0.7006239177830011,1000,1002
43,2,"[-0.7108144814326092, 0.0725468913037779]","[-0.32894987612044957, 0.114382413872025]",1.7699200859747908,1000,1002
44,2,"[-1.6880988195027626, -0.6118320897671956]","[-0.1715611971799017, 0.03320456126183567]",1.3739779218415853,1000,1002
45,2,"[-1.9120000663905625, -1.726142475653035]","[0.12190032051983846, 0.012942227667711663]",0.7714267125705301,1000,1002
46,2,"[-0.4222022606782625, -1.5043962714396248]","[0.14762543020029778, 0.01955893871897724]",0.727041629814774,1000,1002
47,2,"[0.2766473144793422, 0.7760485135862405]","[0.6440456651780955, 0.41306780818830796]",0.12700174505577808,1000,1002
48,2,"[1.2312031195508033, -1.2281845995732579]","[0.23713386091862185, 0.053300842114460394]",0.5828241891867881,1000,1002
49,2,"[-1.3619913430668502, -1.6196901259902967]","[0.1256085987101771, 0.013811164200996073]",0.7649469781899108,1000,1002
50,2,"[0.558818302130736, 0.8457245756903471]","[0.8219801552923144, 0.6748603312465347]",0.031753640241594765,1000,1002
51,2,"[-1.9186231507941702, 1.7867253606141533]","[-1.3355598144267462, 1.7913885301904313]",5.460720254822149,1000,1002
52,2,"[-1.835125622163569, 0.1691497893931846]","[-0.6526375600724185, 0.4339175010578141]",2.737581684376558,1000,1002
53,2,"[0.8563118876709535, 1.5194895308639667]","[1.1622744258464488, 1.3514710440026676]",0.026367705304376456,1000,1002
54,2,"[0.8769000740144244, 1.2358782282538674]","[1.064151050547519, 1.1326644454089099]",0.004121457545526725,1000,1002
55,2,"[-0.6576120113446664, 1.289523665905714]","[-0.9462996702798403, 0.9035217051358196]",3.7945443784924513,1000,1002
56,2,"[-1.7198495892083707, 1.617169023223921]","[-1.2593314850800759, 1.593664175043338]",5.11058250761522,1000,1002
57,2,"[0.1949383727257037, 1.2996516657663744]","[0.7899493068446959, 0.6230698096933681]",0.04421156225727708,1000,1002
58,2,"[-0.19530430661304266, 0.5880942395249664]","[-0.24342490037168332, 0.06427415335896904]",1.5486239882209991,1000,1002
59,2,"[0.10814529919431992, 0.9485906811098395]","[0.5224233339967609, 0.27053481730936696]",0.2286513142860689,1000,1002
60,2,"[-1.713643593602705, -1.8007978639746507]","[0.13060155987407726, 0.015026277284819511]",0.7562659367210424,1000,1002
61,2,"[-1.03586515349444, -1.3945049902563804]","[0.11806966906328474, 0.012074617653802812]",0.7781492404487783,1000,1002
62,2,"[1.5228254887616584, -1.1500995077814506]","[0.2669914779069011, 0.06824938436733853]",0.5382226553604269,1000,1002
63,2,"[1.9491440878351618, -0.6680748369055465]","[0.4399677900268673, 0.19078673669483776]",0.3144116539064603,1000,1002
64,2,"[-1.3020450173390876, 1.1866050852555947]","[-1.0465392795477353, 1.1032043558271316]",4.194659011100741,1000,1002
65,2,"[0.6500670484515885, -0.0073903454079427]","[0.4940442343985507, 0.2415436286877963]",0.25663440532661974,1000,1002
66,2,"[0.22676910464053757, 0.8978504838031927]","[0.653507954019074, 0.4253978722721529]",0.12033722462067405,1000,1002
67,2,"[-1.1122493795070003, 2.0329837201684153]","[-1.327418032359104, 1.7697156643401846]",5.422768378934993,1000,1002
68,2,"[1.9447527921532237, 0.6157340112770533]","[0.9759406771566722, 0.9523625274282138]",0.0005798051129101404,1000,1002
69,2,"[-1.2306741209942216, 0.7382148809985694]","[-0.8408166085740854, 0.715059095161171]",3.395144976526889,1000,1002
70,2,"[-1.752275316821296, -1.9224473509650184]","[0.1366678339212446, 0.01657233013752376]",0.7457858543220129,1000,1002
71,2,"[-0.9925308886580688, -0.15309636919576053]","[-0.292112165011199, 0.09105046006579212]",1.6728267659861673,1000,1002
72,2,"[1.5084441821527266, 0.9304845097627976]","[1.0505426868986196, 1.1038361294277341]",0.0025584123459521557,1000,1002
73,2,"[0.9941259108351224, -0.30517930210068345]","[0.45826544303326505, 0.20730154284483293]",0.294208397084896,1000,1002
74,2,"[-0.63105027052764, -0.5282252268150673]","[0.0029364048109856177, 0.00015163398447362418]",0.9941378580804779,1000,1002
75,2,"[1.9974126130628926, -1.8837127519744719]","[0.19228149070717176, 0.03431292493652286]",0.6531163495724203,1000,1002
76,2,"[1.5033610081175492, 0.32225447351252345]","[0.8075763297968789, 0.6513175659619943]",0.03710116678720164,1000,1002
77,2,"[-0.2514312429994374, 0.9226553770603991]","[-0.5208500061486162, 0.27889700961695185]",2.31877942296598,1000,1002
78,2,"[-0.054604015924417215, 1.5295415831824815]","[-0.4037531014602774, 0.1699187300324648]",1.975286755396512,1000,1002
79,2,"[1.641274834990115, -0.32063108352632663]","[0.5492588331536145, 0.2994364613380286]",0.20367331163963162,1000,1002
80,2,"[-0.9141133425252288, 0.3782669459184116]","[-0.5830919319682926, 0.3478266401653549]",2.5123116426171985,1000,1002
81,2,"[1.6890402636459663, -1.1851276738327896]","[0.2693263511627694, 0.06949592221889957]",0.534808603979802,1000,1002
82,2,"[0.5036711262760254, 0.5388706614989642]","[0.6705873491107709, 0.44810652234331233]",0.10876260970197159,1000,1002
83,2,"[0.9548309398129908, -1.509098761718744]","[0.19553973058511281, 0.03555168502306196]",0.6478767649998995,1000,1002
84,2,"[0.8840190553378346, 1.6753972046464654]","[1.2218768664163513, 1.4937609230491027]",0.04928984834759655,1000,1002
85,2,"[-1.312017986067489, -1.0750225411117973]","[0.05432179481452913, 0.002100530356060978]",0.8943795733695966,1000,1002
86,2,"[1.9308343051945558, -1.30671840170193]","[0.2574297172379895, 0.06326184223132192]",0.5523155618448478,1000,1002
87,2,"[1.4515613424417961, -0.03162989998884935]","[0.6487569402699859, 0.4191845814340287]",0.12366102238465584,1000,1002
88,2,"[-1.035341519244587, 1.518591595612207]","[-1.1314028110800947, 1.2879519825288206]",4.549086849787176,1000,1002
89,2,"[-0.22402967550908226, 0.06069188169601114]","[-0.01805576990478413, 0.0009042253849024907]",1.0364709838439365,1000,1002
90,2,"[-0.5765801189385598, 0.38072668747746263]","[-0.45180404880685543, 0.21137595806147505]",2.1129898825580753,1000,1002
91,2,"[-1.378206217891747, -0.4461300258743881]","[-0.21187620782647756, 0.0493920892344011]",1.4706694487397698,1000,1002
92,2,"[1.9227128722853375, -0.9906854596561816]","[0.32990133946595196, 0.10575165605296256]",0.44998285033854935,1000,1002
93,2,"[0.6419933779611329, -0.7160214969356498]","[0.2724098644918055, 0.07115935617669442]",0.5303163004209259,1000,1002
94,2,"[1.1201459228123163, -1.5119414856976392]","[0.20086192658420787, 0.03762256886877701]",0.6393631031570138,1000,1002
95,2,"[1.9243870006417194, -0.1892780384926136]","[0.6371370624157219, 0.4041784161929615]",0.1319811116762398,1000,1002
96,2,"[-1.0811373021328836, -1.7469573229362683]","[0.13910163502544737, 0.017214116961533184]",0.7416018804735744,1000,1002
97,2,"[-1.3526716207614333, 0.08099409328544827]","[-0.5234890674881661, 0.2816642374171676]",2.3268306127985565,1000,1002
98,2,"[-0.6676349893374514, 1.3471062666551683]","[-0.9740207310812974, 0.956735664450236]",3.9031887317086396,1000,1002
99,2,"[-0.2830847030812429, -1.029266339481068]","[0.1384965065312062, 0.017053396302289105]",0.7426410591499467,1000,1002
100,2,"[0.47982586513010705, 0.846959480362786]","[0.7906812335894461, 0.6242304041065441]",0.043903914979489526,1000,1002
101,2,"[-1.3637963452377093, -1.3614316900830508]","[0.10035515538675427, 0.00845865520341348]",0.8096208627121861,1000,1002
102,2,"[-1.897793835280208, 0.9683026537088635]","[-1.0318764789977948, 1.072741812877777]",4.134878492138373,1000,1002
103,2,"[0.6709433451389137, -0.10391193292876233]","[0.4620404801084873, 0.2107927805047256]",0.2901233153487728,1000,1002
104,2,"[1.4097221589778313, 1.2520249464834179]","[1.15593009303662, 1.3367426807468827]",0.02434649048970355,1000,1002
105,2,"[0.34961147656909697, 1.5084391649823075]","[0.9905558912139777, 0.9811733305162748]",8.926760487349038e-05,129,131
106,2,"[-1.2048744036893972, -1.5895772389469067]","[0.12761005883652152, 0.014292027622536256]",0.7614611351704867,1000,1002
107,2,"[-0.9431055912264106, -1.8141722374581664]","[0.14413428191083963, 0.018580283464408938]",0.7329876699409112,1000,1002
108,2,"[0.1276703866922273, 1.7883369156401625]","[0.9003808142020903, 0.8102625448703734]",0.009941880638777012,1000,1002
109,2,"[-1.8868488574217845, -1.5478377922149302]","[0.10500752236304159, 0.00934526007122233]",0.8012942186139159,1000,1002
110,2,"[-0.19579278015104906, 1.7771520717942986]","[-0.8857753463322406, 0.7926699607781537]",3.5626643697586853,1000,1002
111,2,"[-0.75302459401523, 0.02963377638765552]","[-0.3203049209202376, 0.10866913157332028]",1.7468942972168156,1000,1002
112,2,"[-1.877717569329594, -1.440386248859284]","[0.09111751565042106, 0.006831240378189144]",0.8262838019086738,1000,1002
113,2,"[1.993236983639437, 1.9051261806020428]","[1.4272113259164256, 2.038265344353774]",0.18268725269055683,1000,1002
114,2,"[-2.0277658380926584, 1.850621073093587]","[-1.3655354583545196, 1.8723243150872921]",5.601590728454937,1000,1002
115,2,"[0.5698352652922893, 1.5069933343540107]","[1.0834543309633697, 1.174190890631187]",0.006974712545203635,1000,1002
116,2,"[-0.18538555132371304, 0.06388133306060917]","[0.013965895136999211, 0.00011502254863658768]",0.9722638963318888,1000,1002
117,2,"[-0.04568440726765477, 0.6834759989088433]","[0.053402317908680136, 0.002018086968209964]",0.8961166807428468,1000,1002
118,2,"[-1.4759884605181424, -1.925228175881511]","[0.14024722442917065, 0.017520469193713792]",0.739636575591763,1000,1002
119,2,"[-0.7867189592424821, 0.8383724041693048]","[-0.7825332334671429, 0.6204460373919153]",3.1839659403340868,1000,1002
120,2,"[-1.2212082601044036, 0.7103792468988614]","[-0.8260260644915073, 0.6904079869364711]",3.3409142633636595,1000,1002
121,2,"[1.9247597408553796, -1.6633826681265425]","[0.208867655862237, 0.0408483798486564]",0.6266617353664241,1000,1002
122,2,"[0.7069782762501173, -0.23039910172847655]","[0.42400953907947664, 0.17693523258932023]",0.3325766094875738,1000,1002
123,2,"[1.5079106739302621, -1.3223944624235073]","[0.23694799783172446, 0.053213557164848345]",0.5831073148322631,1000,1002
124,2,"[0.78899590031837, 1.3849202263986595]","[1.0992869998032095, 1.2088061969618993]",0.009871917557387817,1000,1002
125,2,"[1.8211398429655992, 0.7505839238743892]","[1.0163716834357985, 1.033076269563242]",0.00026845283894514314,1000,1002
126,2,"[-0.011572166621481639, 0.482702295864172]","[0.16163275368873495, 0.02374044963992491]",0.7034283178684508,1000,1002
127,2,"[1.51103481642483, 0.2892175222326463]","[0.7946906099690001, 0.6306069180993669]",0.042237739073124156,1000,1002
128,2,"[-1.9235346034817562, 1.765165856796581]","[-1.3287224452026178, 1.7731790026850367]",5.428839812105068,1000,1002
129,2,"[0.7763015722252744, 0.7229988281436017]","[0.8393407226806417, 0.7037859346227724]",0.02586137614711461,1000,1002
130,2,"[-1.1645945757789504, 0.6507948860729638]","[-0.7864801897904209, 0.6266395257219624]",3.1980537494828836,1000,1002
131,2,"[-0.43473139444056685, 0.6194502739619514]","[-0.5078394957803487, 0.2654555234277361]",2.2792870977530626,1000,1002
132,2,"[-1.6113949478584702, 0.6465343676540356]","[-0.8589812124569247, 0.745930610710302]",3.462342838591864,1000,1002
133,2,"[2.0455986207566506, -1.8505234888271627]","[0.1952695953586727, 0.035448143114214264]",0.6483103750453386,1000,1002
134,2,"[1.954505458570516, -0.3813049928791219]","[0.5572719371901075, 0.3083465268694924]",0.19649455405649743,1000,1002
135,2,"[1.5186061325814135, 1.1566509427026883]","[1.1348574153025042, 1.288399047690442]",0.018211292455884376,1000,1002
136,2,"[0.2744986050013911, 0.9766879610934334]","[0.7272621517480226, 0.5276354794148997]",0.07454843465229481,1000,1002
137,2,"[1.550399739090321, -0.39264124251736887]","[0.5080720169399864, 0.2556717312494349]",0.2426009815091103,1000,1002
138,2,"[-0.7084721702369743, 0.6864625072684429]","[-0.6800793515922346, 0.4705282763516046]",2.829099232089708,1000,1002
139,2,"[1.260936978191395, 1.0743199120450182]","[1.0715007769910054, 1.1483879862514297]",0.00511987261034261,1000,1002
140,2,"[1.219844705724967, -0.2638507425262264]","[0.5143692845913387, 0.2621426300970925]",0.23642920431382206,1000,1002
141,2,"[1.3018489494528884, -1.5556237092019878]","[0.20291816934882548, 0.03843841064277801]",0.636088765743828,1000,1002
142,2,"[0.18222734524763995, -2.024412526599694]","[0.16239033276890905, 0.023978235421124178]",0.7021623051208966,1000,1002
143,2,"[-0.7184964407284928, -0.5469735531667543]","[-0.012539835695771134, 0.0006199473505762706]",1.0252583279879093,1000,1002
144,2,"[-0.4252766551684899, 0.8006336786016757]","[-0.603165934412334, 0.3716920760703877]",2.5763550743761967,1000,1002
145,2,"[-0.4564660171966639, -0.21015092173811456]","[-0.054740754110584905, 0.004356139890198392]",1.1126629068050495,1000,1002
146,2,"[-1.0750192399387548, -0.519160661486223]","[-0.10777040984568272, 0.01410536792108666]",1.2277757425399036,1000,1002
147,2,"[-1.1171036067301316, -1.7481894962444549]","[0.13845125477245643, 0.017041407467796844]",0.7427187990059911,1000,1002
148,2,"[0.4237254384901239, 0.6889996228813464]","[0.6977508205899644, 0.4854232804907886]",0.09155989447380612,1000,1002
149,2,"[0.489432457255381, -0.14952839659285555]","[0.38935414616263164, 0.14862933127526617]",0.3737688575231912,1000,1002
150,2,"[-0.49239744438587474, 1.4882146286461961]","[-0.9677057740403796, 0.944478345519605]",3.8783042788728643,1000,1002
151,2,"[0.07815899191794928, -0.08527102922862206]","[0.22092595473916546, 0.045958081304857214]",0.6077687298212854,1000,1002
152,2,"[-1.9429700984568394, -0.6502488980432637]","[-0.18572560148356548, 0.038529669773408805]",1.4075738658352208,1000,1002
153,2,"[-0.49071874545312943, -0.41442188944629565]","[0.006943819304024147, 0.00010968156102220089]",0.986160955812296,1000,1002
154,2,"[0.32838602435515307, 0.13763603139329428]","[0.42128225363667715, 0.17461949274938146]",0.3357317578553792,1000,1002
155,2,"[0.4419792600819492, 1.0849618392765574]","[0.8713912638850662, 0.7587672017165865]",0.016571068703003382,1000,1002
156,2,"[1.281989585781119, 0.893432120223721]","[1.0065681082132798, 1.0131899264199529]",4.3151217881197175e-05,97,99
157,2,"[1.8658250586314127, -1.9733193413576229]","[0.1852260233243136, 0.03170607676433525]",0.664533987280594,1000,1002
158,2,"[-1.246093370640195, -2.01702246408953]","[0.1459756917123013, 0.019093316737017224]",0.7298484012050057,1000,1002
159,2,"[0.6040564291772541, 1.6303331284991462]","[1.1386140591328786, 1.2969523914214547]",0.019239909814752567,1000,1002
160,2,"[-1.0506965132234782, 1.749133495485672]","[-1.2191001690235965, 1.4939955719612124]",4.930474515235745,1000,1002
161,2,"[-1.8011447693739588, 1.7794499657953864]","[-1.3229023329308138, 1.7577523423387564]",5.401776191797717,1000,1002
162,2,"[-0.6077534730664576, -1.6325802866720092]","[0.14562973879803193, 0.018996393389294264]",0.7304376728165983,1000,1002
163,2,"[-0.0578692743728102, -0.9962431786167996]","[0.159408334086171, 0.023049148803426477]",0.7071521909303086,1000,1002
164,2,"[-0.8811605935639641, -0.7893403036619302]","[0.031309325028841234, 0.0005594701925586271]",0.9383793313465242,1000,1002
165,2,"[1.2411940775225894, 0.1604045892618422]","[0.6993150656026951, 0.4876170900856712]",0.09061434150607765,1000,1002
166,2,"[-0.7728836642570092, 0.4519271764415218]","[-0.5775172271349278, 0.34134058864364103]",2.494667150731136,1000,1002
167,2,"[0.8853531616182009, -0.9313320929954456]","[0.26046856987410766, 0.06482650497376975]",0.5478171888700245,1000,1002
168,2,"[-0.3541028801521602, -1.548754561691863]","[0.15086317823647585, 0.020489216619653798]",0.7215488508931769,1000,1002
169,2,"[-1.3060122643059495, 0.7418587298405694]","[-0.8560049078319342, 0.7408271703392022]",3.4512873319231274,1000,1002
170,2,"[-1.304828527838712, 0.10306921950027848]","[-0.5262020411132963, 0.28452329727204934]",2.3351215487556307,1000,1002
171,2,"[0.8562534880150845, -1.6102321230039291]","[0.1862299524004018, 0.032070695506879965]",0.6629033700758916,1000,1002
172,2,"[0.27571085159998887, -0.997118837959214]","[0.19233745643246675, 0.034334016841280804]",0.6530261742147934,1000,1002
173,2,"[1.8961484809731268, -0.06739703103518835]","[0.6871910167588222, 0.4707412899044819]",0.09807153067616865,1000,1002
174,2,"[1.2533454838790474, 0.20572791667204804]","[0.7208406701369305, 0.5183023555462326]",0.07810125760549855,1000,1002
175,2,"[-1.8701822654266607, 0.5453880344331155]","[-0.8446495866576685, 0.7215186211134333]",3.4092699469476435,1000,1002
176,2,"[1.8489480896784674, 0.4162020153193726]","[0.886836972933989, 0.7859953912802906]",0.012829337480168485,1000,1002
177,2,"[1.3073975682121328, 1.5737096738750784]","[1.2542176696958387, 1.5739365774072278]",0.06470311862569335,1000,1002
178,2,"[-1.1137852540971727, -1.1794643357359038]","[0.08841700812102783, 0.006388882865509677]",0.8311876650115183,1000,1002
179,2,"[0.45457813033366223, -0.36442738767173743]","[0.31476901377817856, 0.09598942009569188]",0.4704963836582058,1000,1002
180,2,"[1.3920718965420864, 1.638494713438254]","[1.2862450962803582, 1.6553932327296446]",0.08202972247288744,1000,1002
181,2,"[-0.6003860303760666, -1.0777781904405215]","[0.11387656263831712, 0.011159856638411056]",0.785541638022281,1000,1002
182,2,"[1.149032510438858, -0.9223944783948346]","[0.28734143706783577, 0.07949123963451481]",0.5088270899704244,1000,1002
183,2,"[1.3214282486320266, -0.3123681130546674]","[0.5101118838061048, 0.25775911953621244]",0.24059307598984853,1000,1002
184,2,"[0.6862843874978628, -1.656687354533199]","[0.17946790368752846, 0.029655240294982312]",0.6739249512567616,1000,1002
185,2,"[0.507327793875243, -0.19755958789230954]","[0.37922399847740873, 0.1408151113166201]",0.3862602837126627,1000,1002
186,2,"[0.35474826516674174, -1.3598138050770394]","[0.17989444668459417, 0.029804796203445907]",0.6732270538151651,1000,1002
187,2,"[0.9702348592913701, 1.4860168296170642]","[1.1727155253661827, 1.3758849541328717]",0.02986949684577098,1000,1002
188,2,"[-1.1602337788281831, -1.6559531805894177]","[0.1328847609245049, 0.015599195813952721]",0.752312853422132,1000,1002
189,2,"[-1.9511763515542062, 0.5815152658156175]","[-0.87037723695151, 0.7656346353891459]",3.5048365797369203,1000,1002
190,2,"[0.43865717181964614, 0.19127260247683076]","[0.4959812232965315, 0.24347093105442297]",0.2546732185960224,1000,1002
191,2,"[-1.0979446943089646, -0.44684904077101195]","[-0.150255504037004, 0.025935312071912683]",1.324215740993413,1000,1002
192,2,"[0.3869750689225646, -0.013242946112842269]","[0.39663268754450054, 0.15437244317463517]",0.36491944313026814,1000,1002
193,2,"[1.9979694908001786, -1.4891427735276213]","[0.23091181504216274, 0.05041770758957424]",0.592339120963619,1000,1002
194,2,"[0.7993120933789442, -0.39191032584481955]","[0.38815013396819703, 0.14768966869697442]",0.37524285817143543,1000,1002
195,2,"[-0.294094377264682, 0.8912804481358898]","[-0.5488021759829972, 0.30890527065233886]",2.4047502474313878,1000,1002
196,2,"[0.788218475824618, 2.0121845502041635]","[1.3143239610389292, 1.7284921989931907]",0.09890869739711121,1000,1002
197,2,"[-1.522096990395903, -1.6215668761224546]","[0.12176168777816654, 0.012910296881881203]",0.7716694898837705,1000,1002
198,2,"[0.9188917949593236, 0.3210728120582518]","[0.7052133375226062, 0.49593319730018415]",0.08709312492424176,1000,1002
199,2,"[-0.9250379097710353, -1.7226982646211109]","[0.14128391419329456, 0.01780005220145383]",0.7378603479764771,1000,1002
200,2,"[-1.6971438096530207, 1.6146058226242284]","[-1.2561651460142773, 1.585702573129076]",5.096290049933717,1000,1002
201,2,"[-1.262111437952029, -0.723470081574827]","[-0.050145522489775766, 0.0037755240416620342]",1.1029646180508952,1000,1002
202,2,"[-1.119615376478257, -0.5939351313123848]","[-0.08156779046238655, 0.00858856267168228]",1.170163407807664,1000,1002
203,2,"[-1.7636399401120015, 0.07806890356027552]","[-0.5930158226497976, 0.3595251332805628]",2.54387323340747,1000,1002
204,2,"[-1.771058939526288, 1.2302602560403928]","[-1.122599866246863, 1.268118809375107]",4.51165279825486,1000,1002
205,2,"[-1.0907153124948663, 0.1638888022200753]","[-0.51089408593581, 0.26858130046238865]",2.2885292087260507,1000,1002
206,2,"[1.556803942651733, 0.6179937036173073]","[0.9355044449521392, 0.8749003098729318]",0.004166872784080796,1000,1002
207,2,"[0.1349950937142692, -0.7195289472394215]","[0.1904846646069427, 0.03363921908515708]",0.656014780385306,1000,1002
208,2,"[-0.6840241641136213, 0.6942185684917868]","[-0.6749093431906013, 0.46351647990360645]",2.811743500516855,1000,1002
209,2,"[2.0239948235619023, 0.6628933216230548]","[1.001470107583716, 1.0029290590806934]",2.17895136374211e-06,102,104
210,2,"[0.2366808775476219, 0.9447444899399522]","[0.6823847457231396, 0.4641325643067094]",0.10110938963628112,1000,1002
211,2,"[-0.14251781208589054, -1.8016569647071838]","[0.1583459433903501, 0.022722612522255502]",0.7089341889505706,1000,1002
212,2,"[0.2551677578359186, 1.8744331653340374]","[1.0672660548751534, 1.1393153276207588]",0.004531404142812583,1000,1002
213,2,"[-1.3299591481030262, 0.7782600328014468]","[-0.8767043886847853, 0.776686310608508]",3.5285410966943567,1000,1002
214,2,"[-1.2249756112525048, 0.14675019560174096]","[-0.533710999951015, 0.2925123635431763]",2.358144549741357,1000,1002
215,2,"[-1.6520132622470365, -0.2032806450864737]","[-0.41099338195219787, 0.17587557256289318]",1.9957465013886244,1000,1002
216,2,"[1.049244995154928, -0.6243470367171293]","[0.3553110651602556, 0.12319641983595826]",0.41655378797210335,1000,1002
217,2,"[0.6754784234996452, 1.2101630393947307]","[1.005081801257147, 1.0102262453280688]",2.596026133775307e-05,107,109
218,2,"[1.749720348587838, -1.0869060327200621]","[0.29411463823918804, 0.08342187373654618]",0.4992237369484711,1000,1002
219,2,"[-0.41240200884507394, -1.4237040093986102]","[0.14572597161119655, 0.019023329576380078]",0.7302737326422376,1000,1002
220,2,"[2.0172124248407046, 1.7489959646179138]","[1.3802332388809453, 1.9062615555014122]",0.1447256103275217,1000,1002
221,2,"[0.16366440562917184, 1.4009683737658216]","[0.7952981657665127, 0.63157597360533]",0.04198807055321855,1000,1002
222,2,"[0.08584387490628487, 0.5062069780593039]","[0.33344244345854906, 0.10810372086495708]",0.4452477038010775,1000,1002
223,2,"[-1.682946326052796, 1.045587642354925]","[-1.0401536810508443, 1.089885214861508]",4.168572016543909,1000,1002
