corrida,dimension,posicion_inicial,posicion_final,valor_final,iteraciones,evaluaciones
88,2,"[0.5946277495171066, -1.3337951067955551]","[0.19281736992942933, 0.03451514738347297]",0.6522531633233027,1000,1002
89,2,"[0.7820809752677005, -0.46393202155299873]","[0.3612447997800442, 0.12745976550029092]",0.40893117443189025,1000,1002
90,2,"[1.7888460338656644, -1.4847142127780115]","[0.2252248967235681, 0.04785264196333604]",0.6011022253305842,1000,1002
91,2,"[-0.6509922260981411, -1.583212456998547]","[0.14284435327335665, 0.018225098280258218]",0.7351907859381402,1000,1002
92,2,"[1.739545060468993, 1.5455819914484983]","[1.2916232424782972, 1.6692725175827774]",0.08514053166730741,1000,1002
93,2,"[-0.9914710928787227, 0.6552946525559973]","[-0.7496534520447321, 0.5700576413320859]",3.067811549519839,1000,1002
94,2,"[1.2993421320241803, 0.22610252431139788]","[0.7370483106433374, 0.5420172118693225]",0.06929316392183604,1000,1002
95,2,"[0.12144876894620271, -1.0573730164717499]","[0.1754464288701871, 0.02826381352582767]",0.6805224407040817,1000,1002
96,2,"[-1.6666510630670368, 1.6269957445768264]","[-1.2574218770185743, 1.588860160950859]",5.101960376283033,1000,1002
97,2,"[1.6401123621410014, 0.5451835689913054]","[0.9163142992818003, 0.8392798277589903]",0.007015691643724312,1000,1002
98,2,"[-0.659333975864522, -0.617637582386541]","[0.023487754602302353, 0.0002829239327961092]",0.9535833881046394,1000,1002
99,2,"[0.9255144606525003, 1.626563624765756]","[1.2131459639537736, 1.472474193536422]",0.045487611614788405,1000,1002
100,2,"[1.5855059937899205, 1.1463702358328272]","[1.138678377499645, 1.2970990804428224]",0.019257766997885256,1000,1002
