Metodo,Mejor valor,Promedio valor,Mediana valor,Promedio evaluaciones,Promedio iteraciones,Mejor en valor,Mejor en evaluaciones
Evolucion diferencial,2.2688342475873924e-06,0.0382064670428659,0.0012978040484306,4840.0,120.0,Si,
PSO,1.2967404927621828e-12,0.2060738143390679,2.9733749684623945e-08,4840.0,120.0,,
Algoritmo evolutivo,0.0668677933672636,0.8184322872861354,0.8862635043059299,4840.0,120.0,,
Descenso por gradiente,0.9949590572919806,21.55168692936476,20.894034040283344,32.041,30.041,,Si
