Ciudad,Bourg-en-Bresse,Laon,Moulins,Digne-les-Bains,Gap,Nice,Privas,Charleville-Mézières,Foix,Troyes,Carcassonne,Rodez,Marseille,Caen,Aurillac,Angoulême,La Rochelle,Bourges,Tulle,Ajaccio,Bastia,Dijon,Saint-Brieuc,Guéret,Périgueux,Besançon,Valence,Évreux,Chartres,Quimper,Nîmes,Toulouse,Auch,Bordeaux,Montpellier,Rennes,Châteauroux,Tours,Grenoble,Lons-le-Saunier,Mont-de-Marsan,Blois,Saint-Étienne,Le Puy-en-Velay,Nantes,Orléans,Cahors,Agen,Mende,Angers,Saint-Lô,Châlons-en-Champagne,Chaumont,Laval,Nancy,Bar-le-Duc,Vannes,Metz,Nevers,Lille,Beauvais,Alençon,Arras,Clermont-Ferrand,Pau,Tarbes,Perpignan,Strasbourg,Colmar,Lyon,Vesoul,Mâcon,Le Mans,Chambéry,Annecy,Paris,Rouen,Melun,Versailles,Niort,Amiens,Albi,Montauban,Toulon,Avignon,La Roche-sur-Yon,Poitiers,Limoges,Épinal,Auxerre,Belfort,Évry-Courcouronnes,Nanterre,Bobigny,Créteil,Cergy
Bourg-en-Bresse,-1,39,71,74,74,74,69,39,69,39,69,69,69,71,69,71,71,71,71,74,74,39,71,71,71,39,69,71,71,71,69,69,69,71,69,71,71,71,74,39,71,71,69,69,71,71,69,69,69,71,71,39,39,71,39,39,71,39,71,39,39,71,39,71,69,69,69,39,39,69,39,71,71,74,74,39,71,39,39,71,39,69,69,69,69,71,71,71,39,39,39,39,39,39,39,39
Laon,51,-1,77,77,77,77,77,7,77,51,77,77,77,80,77,77,95,77,77,77,77,51,80,77,77,51,77,95,93,80,77,77,77,77,77,80,77,77,77,51,77,77,77,77,80,77,77,77,77,95,80,51,51,95,51,51,80,7,77,59,60,95,62,77,77,77,77,51,51,77,51,77,95,77,51,93,80,77,93,77,80,77,77,77,77,95,77,77,51,77,51,77,93,93,93,95
Moulins,71,58,-1,63,63,63,63,58,63,58,63,63,63,17,63,23,23,17,63,63,63,58,17,23,63,71,63,17,17,17,63,63,63,23,63,17,17,17,69,71,23,17,63,63,17,17,63,63,63,17,17,58,58,17,58,58,17,58,58,58,58,17,58,63,63,63,63,71,71,69,71,71,17,69,71,58,17,58,58,23,58,63,63,63,63,23,23,23,71,58,71,58,58,58,58,58
Digne-les-Bains,4,4,4,-1,4,5,4,4,84,4,84,84,84,4,84,84,84,4,84,5,5,4,84,4,84,4,4,4,4,84,84,84,84,84,84,84,4,4,4,4,84,4,4,4,84,4,84,84,84,84,84,4,4,84,4,4,84,4,4,4,4,4,4,4,84,84,84,4,4,4,4,4,4,4,4,4,4,4,4,84,4,84,84,83,84,84,84,84,4,4,4,4,4,4,4,4
Gap,38,38,6,3,-1,3,6,38,84,38,84,84,84,6,6,6,6,6,6,3,3,38,6,6,6,38,26,6,6,6,84,84,84,84,84,6,6,6,38,38,84,6,26,6,6,6,84,84,6,6,6,38,38,6,38,38,6,38,6,38,38,6,38,6,84,84,84,38,38,38,38,38,6,38,38,38,6,38,38,6,38,84,84,3,84,6,6,6,38,38,38,38,38,38,38,38
Nice,3,3,3,3,3,-1,3,3,83,3,83,83,83,3,83,83,83,3,83,19,20,3,83,83,83,3,3,3,3,83,83,83,83,83,83,83,3,3,3,3,83,3,3,3,83,3,83,83,83,83,83,3,3,83,3,3,83,3,3,3,3,3,3,3,83,83,83,3,3,3,3,3,3,3,3,3,3,3,3,83,3,83,83,83,83,83,83,83,3,3,3,3,3,3,3,3
Privas,42,43,43,4,4,4,-1,43,84,43,84,48,84,43,43,43,43,43,43,4,84,42,43,43,43,42,26,43,43,43,84,48,48,48,84,43,43,43,26,42,48,43,42,43,43,43,48,48,48,43,43,43,42,43,42,43,43,42,43,43,43,43,43,43,48,48,84,42,42,42,42,42,43,26,26,43,43,43,43,43,43,48,48,84,84,43,43,43,42,43,42,43,43,43,43,43
Charleville-Mézières,55,1,55,55,55,55,55,-1,55,55,55,55,55,1,55,1,1,55,55,55,55,55,1,55,55,57,55,1,1,1,55,55,55,1,55,1,55,1,55,55,1,1,55,55,1,1,55,55,55,1,1,51,55,1,57,55,1,57,55,59,1,1,59,55,55,55,55,57,57,55,57,55,1,55,55,1,1,1,1,1,1,55,55,55,55,1,1,55,57,55,57,1,1,1,1,1
Foix,31,31,31,10,10,10,10,31,-1,31,10,31,10,31,31,31,31,31,31,10,10,31,31,31,31,31,10,31,31,31,10,31,31,31,10,31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,65,65,66,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31
Troyes,89,55,89,89,89,89,89,55,89,-1,89,89,89,77,89,89,89,89,89,89,89,89,77,89,89,89,89,77,77,77,89,89,89,89,89,77,89,77,89,89,89,77,89,89,77,77,89,89,89,77,77,55,55,77,55,55,77,55,89,55,77,77,55,89,89,89,89,55,55,89,55,89,77,89,89,77,77,77,77,89,77,89,89,89,89,77,89,89,55,89,55,77,77,77,77,77
Carcassonne,81,81,81,34,34,34,34,81,8,81,-1,81,34,31,81,31,31,81,81,34,34,81,31,81,31,81,34,81,81,31,34,31,31,31,34,31,81,31,34,81,31,81,81,81,31,81,31,31,81,31,31,81,81,31,81,81,31,81,81,81,81,31,81,81,31,31,66,81,81,81,81,81,31,34,34,81,81,81,81,31,81,81,31,34,34,31,31,81,81,81,81,81,81,81,81,81
Rodez,48,14,14,34,34,34,48,14,81,14,81,-1,34,14,14,14,14,14,14,34,34,14,14,14,46,14,48,14,14,14,34,81,82,82,34,14,14,14,48,14,82,14,48,48,14,14,46,82,48,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,82,82,34,14,14,48,14,14,14,48,48,14,14,14,14,14,14,81,82,34,34,14,14,14,14,14,14,14,14,14,14,14
Marseille,84,84,84,84,84,83,84,84,30,84,30,30,-1,84,30,30,30,84,30,83,83,84,30,30,30,84,84,84,84,30,30,30,30,30,30,30,84,84,84,84,30,84,84,84,30,84,30,30,30,30,30,84,84,30,84,84,30,84,84,84,84,84,84,84,30,30,30,84,84,84,84,84,84,84,84,84,84,84,84,30,84,30,30,83,84,30,30,30,84,84,84,84,84,84,84,84
Caen,61,76,61,61,61,61,61,76,61,76,61,61,61,-1,61,61,50,61,61,61,61,76,50,61,61,76,61,76,76,50,61,61,61,61,61,50,61,61,61,76,61,61,61,61,50,76,61,61,61,61,50,76,76,61,76,76,50,76,61,76,76,61,76,61,61,61,61,76,76,61,76,61,61,61,61,76,76,76,76,61,76,61,61,61,61,50,61,61,76,76,76,76,76,76,76,76
Aurillac,43,63,63,11,43,11,43,63,11,63,11,11,11,18,-1,18,18,63,18,11,11,63,18,18,18,63,43,63,63,18,11,11,11,18,11,18,18,18,43,63,46,18,43,43,18,63,46,46,48,18,18,63,63,18,63,63,18,63,63,63,63,18,63,63,11,11,11,63,63,43,63,63,18,43,43,63,63,63,63,18,63,11,11,11,11,18,18,18,63,63,63,63,63,63,63,63
Angoulême,87,86,87,87,87,87,87,86,24,87,24,87,87,86,87,-1,16,87,87,87,87,87,79,87,24,87,87,86,86,79,87,24,33,33,87,79,86,86,87,87,33,86,87,87,79,86,24,33,87,86,79,86,87,86,87,87,79,87,87,86,86,86,86,87,33,33,24,87,87,87,87,87,86,87,87,86,86,86,86,79,86,24,24,87,87,79,86,87,87,87,87,86,86,86,86,86
La Rochelle,79,85,79,15,15,15,15,85,33,79,33,15,15,85,15,15,-1,79,15,15,15,79,85,79,15,79,79,85,85,85,15,33,33,33,15,85,79,79,79,79,33,79,79,15,85,79,15,33,15,85,85,79,79,85,79,79,85,79,79,85,85,85,85,79,33,33,33,79,79,79,79,79,85,79,79,79,85,79,85,79,85,33,33,15,15,85,79,15,79,79,79,79,85,79,79,85
Bourges,2,45,2,2,2,2,2,89,2,89,2,2,2,37,2,23,36,-1,23,2,2,58,37,23,23,58,2,45,45,37,2,2,23,23,2,37,36,37,2,2,23,41,2,2,37,45,2,23,2,37,37,89,58,37,89,89,37,89,58,45,45,37,45,2,23,23,2,89,58,2,58,2,37,2,2,45,45,45,45,36,45,2,2,2,2,37,36,23,58,89,58,45,45,45,45,45
Tulle,63,63,63,14,14,14,14,63,14,63,14,14,14,87,14,87,87,23,-1,14,14,63,87,23,24,63,63,23,23,87,14,14,24,24,14,87,23,87,63,63,24,23,63,14,87,23,14,24,14,87,87,63,63,87,63,63,87,63,63,63,63,87,63,63,24,24,14,63,63,63,63,63,87,63,63,63,23,63,63,87,63,14,14,14,14,87,87,87,63,63,63,63,63,63,63,63
Ajaccio,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Bastia,5,5,83,5,5,5,83,5,83,5,83,83,83,83,83,83,83,83,83,19,-1,5,83,83,83,5,83,83,83,83,83,83,83,83,83,83,83,83,5,5,83,83,83,83,83,83,83,83,83,83,83,5,5,83,5,5,83,5,83,5,5,83,5,83,83,83,83,5,5,5,5,5,83,5,5,5,83,5,5,83,5,83,83,83,83,83,83,83,5,5,5,5,5,5,5,5
Dijon,39,52,58,39,39,39,39,52,58,89,58,58,39,89,58,58,58,58,58,39,39,-1,58,58,58,25,39,89,89,58,39,58,58,58,58,58,58,58,39,39,58,58,39,39,58,89,58,58,39,58,89,52,52,58,70,52,58,70,58,52,89,89,52,58,58,58,58,70,70,39,70,39,58,39,39,89,89,89,89,58,52,58,58,39,39,58,58,58,70,89,70,89,89,89,89,89
Saint-Brieuc,35,50,35,35,35,35,35,50,35,50,35,35,35,50,35,35,35,35,35,35,35,35,-1,35,35,35,35,50,35,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,50,50,50,35,50,50,56,50,35,50,50,50,50,35,35,35,35,50,50,35,35,35,35,35,35,50,50,50,35,35,50,35,35,35,35,35,35,35,50,35,50,35,50,50,50,50
Guéret,2,2,2,2,2,18,2,2,87,2,18,18,18,36,18,87,86,17,18,18,18,2,86,-1,87,2,2,17,17,86,18,87,87,87,18,86,36,36,2,2,87,36,2,2,86,17,87,87,18,86,86,2,2,86,2,2,86,2,2,2,17,36,2,2,87,87,18,2,2,2,2,2,36,2,2,17,17,2,17,86,17,18,87,18,18,86,86,87,2,2,2,17,17,17,17,17
Périgueux,18,18,18,46,18,46,18,18,46,18,46,46,46,15,18,15,15,87,18,46,46,18,15,87,-1,18,18,15,87,15,46,46,47,33,46,15,87,15,18,18,47,87,18,18,15,87,46,47,46,15,15,18,18,15,18,18,15,18,18,15,15,15,15,18,47,47,46,18,18,18,18,18,15,18,18,87,15,18,87,15,15,46,46,46,46,15,15,87,18,18,18,87,87,87,87,15
Besançon,39,70,39,39,39,39,39,70,39,21,39,39,39,21,39,39,39,21,39,39,39,21,21,39,39,-1,39,21,21,21,39,39,39,39,39,21,21,21,39,39,39,21,39,39,21,21,39,39,39,21,21,70,70,21,70,70,21,70,21,70,70,21,70,39,39,39,39,70,70,39,70,39,21,39,39,21,21,21,21,39,70,39,39,39,39,39,39,39,70,21,70,21,21,21,21,21
Valence,42,42,42,4,4,4,6,42,84,42,84,6,84,42,6,42,42,42,42,4,84,42,42,42,42,42,-1,42,42,42,84,6,6,42,84,42,42,42,38,42,6,42,42,6,42,42,6,6,6,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,6,6,84,42,42,42,42,42,42,38,38,42,42,42,42,42,42,6,6,84,84,42,42,42,42,42,42,42,42,42,42,42
Évreux,28,95,28,28,28,28,28,95,28,95,28,28,28,76,28,61,61,28,28,28,28,95,76,28,61,95,28,-1,28,76,28,28,61,61,28,76,28,61,28,95,61,28,28,28,61,28,61,61,28,61,76,95,95,61,95,95,76,95,28,76,95,61,76,28,61,61,28,95,95,28,95,28,61,28,28,95,76,95,95,61,76,28,28,28,28,61,61,28,95,95,95,95,95,95,95,95
Chartres,45,78,45,45,45,45,45,78,45,78,45,45,45,27,45,45,72,45,45,45,45,45,72,45,45,45,45,27,-1,72,45,45,45,45,45,72,45,45,45,45,45,45,45,45,72,45,45,45,45,72,27,78,78,72,78,78,72,78,45,27,78,72,27,45,45,45,45,78,78,45,45,45,72,45,45,78,27,78,78,72,27,45,45,45,45,72,45,45,78,45,45,78,78,78,78,78
Quimper,35,22,35,56,35,56,35,22,56,35,56,56,56,22,56,56,56,35,56,56,56,35,22,35,56,35,35,22,35,-1,56,56,56,56,56,35,35,35,35,35,56,35,35,35,56,35,56,56,56,35,22,22,22,35,22,22,56,22,35,22,22,35,22,35,56,56,56,22,22,35,35,35,35,35,35,22,22,35,35,56,22,56,56,56,56,56,35,56,22,35,35,35,22,22,35,22
Nîmes,84,48,48,84,84,12,84,48,34,48,34,34,12,34,34,34,34,48,34,12,12,84,34,34,34,84,84,48,48,34,-1,34,34,34,34,34,34,34,84,84,34,48,84,48,34,48,34,34,48,34,34,48,84,34,84,48,34,84,48,48,48,34,48,48,34,34,34,84,84,84,84,84,34,84,84,48,48,48,48,34,48,34,34,12,84,34,34,34,84,48,84,48,48,48,48,48
Toulouse,81,81,81,10,10,10,81,81,8,81,10,81,10,82,81,82,82,81,81,10,10,81,82,82,82,81,81,81,81,82,10,-1,32,82,10,82,82,82,81,81,32,82,81,81,82,81,82,82,81,82,82,81,81,82,81,81,82,81,81,81,81,82,81,81,65,65,10,81,81,81,81,81,82,81,81,81,82,81,81,82,81,81,82,10,10,82,82,82,81,81,81,81,81,81,81,81
Auch,82,82,82,31,31,31,82,82,31,82,31,82,31,47,82,47,47,47,47,31,31,82,47,47,47,82,82,47,47,47,31,31,-1,47,31,47,47,47,82,82,40,47,82,82,47,47,82,47,82,47,47,82,82,47,82,82,47,82,82,82,47,47,47,82,65,65,31,82,82,82,82,82,47,82,82,82,47,82,47,47,47,31,82,31,31,47,47,47,82,82,82,47,82,82,82,82
Bordeaux,15,15,15,47,47,47,47,15,47,15,47,47,47,15,24,15,16,15,24,47,47,15,16,15,24,15,24,15,15,16,47,47,47,-1,47,16,15,15,24,15,40,15,24,24,16,15,47,47,47,15,16,15,15,15,15,15,16,15,15,15,15,15,15,24,40,47,47,15,15,24,15,15,15,24,15,15,15,15,15,15,15,47,47,47,47,16,15,15,15,15,15,15,15,15,15,15
Montpellier,48,11,11,30,30,30,30,11,10,11,10,11,30,11,11,11,11,11,11,30,30,11,11,11,11,11,30,11,11,11,30,10,10,11,-1,11,11,11,30,11,10,11,48,48,11,11,11,11,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,66,11,11,48,11,11,11,30,30,11,11,11,11,11,11,11,11,30,30,11,11,11,11,11,11,11,11,11,11,11
Rennes,49,50,49,49,49,49,49,50,44,53,44,49,49,50,49,44,44,49,49,49,49,49,22,49,44,49,49,50,53,29,49,44,44,44,49,-1,49,49,49,49,44,49,49,49,44,49,44,44,49,49,50,50,50,53,50,50,56,50,49,50,50,53,50,49,44,44,49,50,50,49,49,49,53,49,49,50,50,53,53,44,50,44,44,49,49,44,49,49,50,49,49,53,50,50,53,50
Châteauroux,17,41,17,17,17,17,17,17,23,17,23,23,17,37,23,86,86,17,23,17,17,17,37,23,23,17,17,41,41,37,23,23,23,86,23,37,-1,37,17,17,86,41,17,17,37,41,23,23,17,37,37,17,17,37,17,17,37,17,17,41,41,37,41,17,86,23,23,17,17,17,17,17,37,17,17,41,41,41,41,86,41,23,23,17,17,86,86,23,17,17,17,41,41,41,41,41
Tours,17,41,17,17,17,17,17,41,86,41,86,86,17,72,86,86,86,17,86,17,17,17,49,36,86,17,17,72,41,49,86,86,86,86,86,49,36,-1,17,17,86,41,17,17,49,41,86,86,17,49,72,41,17,49,41,41,49,41,17,72,72,72,72,17,86,86,86,41,17,17,17,17,72,17,17,41,72,41,41,86,72,86,86,17,17,49,86,86,17,17,17,41,41,41,41,72
Grenoble,73,73,73,4,4,4,26,73,26,73,26,26,26,73,26,73,73,73,26,4,4,73,73,73,26,73,26,73,73,73,26,26,26,26,26,73,73,73,-1,73,26,73,26,26,73,73,26,26,26,73,73,73,73,73,73,73,73,73,73,73,73,73,73,26,26,26,26,73,73,73,73,73,73,73,73,73,73,73,73,73,73,26,26,4,26,73,73,73,73,73,73,73,73,73,73,73
