Ciudad,Bourg-en-Bresse,Laon,Moulins,Digne-les-Bains,Gap,Nice,Privas,Charleville-Mézières,Foix,Troyes,Carcassonne,Rodez,Marseille,Caen,Aurillac,Angoulême,La Rochelle,Bourges,Tulle,Ajaccio,Bastia,Dijon,Saint-Brieuc,Guéret,Périgueux,Besançon,Valence,Évreux,Chartres,Quimper,Nîmes,Toulouse,Auch,Bordeaux,Montpellier,Rennes,Châteauroux,Tours,Grenoble,Lons-le-Saunier,Mont-de-Marsan,Blois,Saint-Étienne,Le Puy-en-Velay,Nantes,Orléans,Cahors,Agen,Mende,Angers,Saint-Lô,Châlons-en-Champagne,Chaumont,Laval,Nancy,Bar-le-Duc,Vannes,Metz,Nevers,Lille,Beauvais,Alençon,Arras,Clermont-Ferrand,Pau,Tarbes,Perpignan,Strasbourg,Colmar,Lyon,Vesoul,Mâcon,Le Mans,Chambéry,Annecy,Paris,Rouen,Melun,Versailles,Niort,Amiens,Albi,Montauban,Toulon,Avignon,La Roche-sur-Yon,Poitiers,Limoges,Épinal,Auxerre,Belfort,Évry-Courcouronnes,Nanterre,Bobigny,Créteil,Cergy
Laval,41.900000000000006,15.4,29.4,22.599999999999998,29.4,20.5,29.4,15.4,13.8,38.0,16.900000000000002,0.0,3.4,12.4,0.0,0.0,13.5,29.4,0.0,20.5,25.4,29.4,2.2,0.0,0.0,37.4,49.2,12.4,20.8,2.2,3.4,7.6000000000000005,12.0,0.0,0.0,2.2,15.299999999999999,12.7,55.1,40.5,17.5,19.6,40.2,29.4,10.4,25.9,0.0,12.0,0.0,0.0,0.0,45.3,45.3,0.0,45.3,45.3,2.2,15.4,29.4,25.5,12.4,12.4,25.5,29.4,33.1,12.0,17.4,49.3,40.5,35.0,37.4,32.6,8.9,48.4,51.2,28.8,12.4,28.8,28.8,15.4,17.6,4.4,4.4,3.4,5.699999999999999,12.4,0.0,0.0,45.3,56.4,37.4,28.8,15.4,15.4,28.8,15.4
Nancy,5.3,9.2,7.1,31.400000000000002,26.900000000000002,32.400000000000006,26.8,0.0,15.0,7.1,19.0,7.1,41.2,23.9,7.1,11.399999999999999,20.1,11.3,19.4,32.400000000000006,35.800000000000004,8.0,23.9,11.399999999999999,28.0,0.0,22.9,12.2,24.5,23.9,38.3,8.799999999999999,7.1,11.399999999999999,7.1,23.9,14.5,42.8,26.900000000000002,0.0,28.9,35.9,13.9,13.9,56.99999999999999,29.299999999999997,7.1,28.0,13.9,46.599999999999994,23.9,0.0,0.0,45.3,0.0,0.0,23.9,0.0,7.1,0.0,9.2,12.2,19.4,7.1,9.1,7.1,24.5,4.0,0.0,13.9,0.0,7.9,36.4,20.200000000000003,14.600000000000001,16.5,23.9,16.299999999999997,16.5,20.1,18.7,7.1,7.1,41.2,36.0,58.99999999999999,14.5,11.399999999999999,0.0,7.1,0.0,16.299999999999997,16.5,16.5,16.5,9.2
Bar-le-Duc,19.900000000000002,9.2,7.1,46.00000000000001,41.50000000000001,47.00000000000001,7.1,3.5,15.0,7.1,19.0,7.1,22.7,23.9,7.1,11.399999999999999,20.1,11.3,19.4,47.00000000000001,50.400000000000006,7.9,23.9,11.399999999999999,28.0,0.0,37.5,12.2,24.5,23.9,7.1,8.799999999999999,7.1,11.399999999999999,7.1,23.9,14.5,42.8,41.50000000000001,14.600000000000001,28.9,35.9,28.5,7.1,56.99999999999999,29.299999999999997,7.1,28.0,7.1,46.599999999999994,23.9,0.0,0.0,45.3,0.0,0.0,23.9,6.8,7.1,3.5,9.2,12.2,19.4,7.1,9.1,7.1,24.5,4.0,0.0,28.5,0.0,22.5,36.4,34.800000000000004,29.200000000000003,16.5,23.9,16.299999999999997,16.5,20.1,18.7,7.1,7.1,22.7,17.5,58.99999999999999,14.5,11.399999999999999,0.0,7.1,0.0,16.299999999999997,16.5,16.5,16.5,9.2
Vannes,52.3,14.7,39.8,35.3,39.8,33.2,39.8,14.7,26.5,40.2,29.6,12.7,16.099999999999998,0.0,12.7,12.7,3.3000000000000003,39.8,12.7,33.2,38.099999999999994,39.8,0.0,18.299999999999997,12.7,47.8,59.599999999999994,2.4,23.0,0.0,16.099999999999998,20.3,33.8,21.8,12.7,0.0,25.700000000000003,23.1,65.5,50.9,39.3,30.0,50.599999999999994,39.8,0.0,36.6,12.7,33.8,12.7,10.4,0.0,23.9,23.9,2.2,23.9,23.9,0.0,14.7,39.8,13.100000000000001,0.0,14.600000000000001,13.100000000000001,39.8,54.9,33.8,41.5,27.9,50.9,45.4,47.8,43.0,11.100000000000001,58.8,61.599999999999994,5.4,0.0,31.0,31.0,12.7,5.2,17.1,17.1,16.099999999999998,18.4,2.2,18.299999999999997,12.7,23.9,44.0,47.8,31.0,5.4,5.4,31.0,5.4
Metz,5.3,0.0,13.899999999999999,31.400000000000002,26.900000000000002,32.400000000000006,26.8,0.0,21.799999999999997,13.899999999999999,25.799999999999997,13.899999999999999,41.2,14.7,13.899999999999999,18.2,26.9,18.099999999999998,26.2,32.400000000000006,35.800000000000004,8.0,14.7,18.2,34.8,0.0,22.9,3.0,31.3,14.7,38.3,15.599999999999998,13.899999999999999,18.2,13.899999999999999,14.7,21.299999999999997,49.599999999999994,26.900000000000002,0.0,35.7,42.699999999999996,13.9,13.9,14.7,36.099999999999994,13.899999999999999,34.8,13.9,53.400000000000006,14.7,6.8,6.8,15.4,0.0,6.8,14.7,0.0,13.899999999999999,0.0,0.0,3.0,0.0,13.899999999999999,15.899999999999999,13.899999999999999,31.299999999999997,15.2,15.2,13.9,0.0,7.9,43.2,20.200000000000003,14.600000000000001,23.3,14.7,23.099999999999998,23.3,26.9,9.5,13.899999999999999,13.899999999999999,41.2,36.0,65.80000000000001,21.299999999999997,18.2,0.0,13.899999999999999,0.0,23.099999999999998,23.3,23.3,23.3,0.0
Nevers,12.5,14.5,0.0,4.5,0.0,5.5,0.0,10.6,7.9,0.0,11.9,0.0,15.600000000000001,33.4,0.0,4.3,8.8,0.0,12.3,5.5,37.6,0.0,29.4,4.3,20.9,8.0,19.8,11.8,11.8,29.4,0.0,1.7,0.0,4.3,0.0,29.4,3.2,16.7,25.7,11.100000000000001,21.8,6.7,10.8,0.0,39.8,6.7,0.0,20.9,0.0,29.4,33.4,7.1,7.9,29.4,7.1,7.1,39.8,13.899999999999999,0.0,25.6,11.8,33.4,24.7,0.0,2.0,0.0,17.4,11.1,11.1,5.6,8.0,3.2,29.4,19.0,21.8,7.5,14.200000000000001,7.5,7.5,8.8,17.7,0.0,0.0,15.600000000000001,10.4,41.8,3.2,4.3,8.0,0.0,8.0,7.5,7.5,7.5,7.5,7.5
Lille,23.400000000000002,11.1,25.6,77.7,73.2,78.7,25.6,0.0,33.5,10.6,37.5,25.6,41.2,13.100000000000001,25.6,42.5,16.400000000000002,37.800000000000004,37.900000000000006,78.7,82.10000000000001,11.4,13.100000000000001,29.900000000000002,42.5,0.0,45.400000000000006,15.500000000000002,15.500000000000002,13.100000000000001,25.6,27.3,25.6,42.5,25.6,13.100000000000001,37.7,29.8,73.2,18.1,60.0,37.7,36.400000000000006,25.6,13.100000000000001,31.1,25.6,54.5,25.6,27.3,13.100000000000001,20.299999999999997,3.5,25.5,0.0,3.5,13.100000000000001,0.0,25.6,0.0,12.8,13.100000000000001,0.0,25.6,75.6,25.6,43.0,15.2,15.2,53.1,0.0,47.1,17.1,66.5,32.7,11.1,13.100000000000001,18.1,17.7,42.7,7.9,25.6,25.6,41.2,36.0,15.3,42.5,29.900000000000002,0.0,25.6,0.0,18.1,11.1,11.1,11.1,18.1
Beauvais,39.5,0.0,11.8,63.9,59.4,64.9,11.8,0.0,19.7,13.5,23.700000000000003,11.8,27.400000000000002,0.0,11.8,29.4,3.3000000000000003,24.0,24.1,64.9,68.30000000000001,21.8,0.0,32.8,29.4,9.2,31.6,7.3,18.9,0.0,11.8,13.5,41.4,29.4,11.8,0.0,23.9,16.7,59.4,34.2,46.9,23.9,22.6,11.8,0.0,17.3,11.8,41.4,11.8,14.2,0.0,9.2,9.2,12.4,9.2,9.2,0.0,0.0,11.8,12.8,0.0,0.0,12.8,11.8,62.5,41.4,29.2,13.2,9.2,39.3,9.2,33.3,4.0,52.699999999999996,48.8,4.3,0.0,4.3,10.899999999999999,29.6,4.9,11.8,11.8,27.400000000000002,22.200000000000003,2.2,29.4,32.8,9.2,11.8,9.2,4.3,4.3,4.3,4.3,4.3
Alençon,45.900000000000006,3.0,33.4,37.9,33.4,38.9,33.4,3.0,43.2,12.2,46.3,29.4,49.0,0.0,29.4,29.4,27.700000000000003,33.4,29.4,38.9,71.0,20.5,0.0,19.3,29.4,28.5,53.2,0.0,15.9,14.600000000000001,32.8,37.0,41.4,29.4,29.4,14.600000000000001,19.3,16.7,59.1,44.5,46.9,23.6,44.2,33.4,24.6,21.0,29.4,41.4,33.4,14.2,0.0,12.2,12.2,12.4,12.2,12.2,14.600000000000001,3.0,33.4,13.100000000000001,0.0,0.0,13.100000000000001,33.4,62.5,41.4,46.8,16.2,12.2,39.0,12.2,36.6,4.0,52.4,55.2,3.0,0.0,3.0,9.6,29.6,5.2,33.8,33.8,49.0,43.8,26.6,29.4,29.4,12.2,10.5,12.2,3.0,3.0,3.0,3.0,3.0
Arras,39.3,10.2,24.7,76.80000000000001,72.30000000000001,77.80000000000001,24.7,0.0,32.6,26.5,36.6,24.7,40.300000000000004,13.100000000000001,24.7,42.5,16.400000000000002,36.9,37.0,77.80000000000001,81.20000000000002,27.299999999999997,13.100000000000001,29.0,42.5,19.4,44.5,15.500000000000002,15.500000000000002,13.100000000000001,24.7,26.4,54.5,42.5,24.7,13.100000000000001,36.8,29.8,72.30000000000001,34.0,60.0,36.8,35.5,24.7,13.100000000000001,30.2,24.7,54.5,24.7,27.3,13.100000000000001,19.4,19.4,25.5,19.4,19.4,13.100000000000001,0.0,24.7,0.0,12.8,13.100000000000001,0.0,24.7,75.6,54.5,42.099999999999994,23.4,19.4,52.2,19.4,46.2,17.1,65.60000000000001,48.599999999999994,10.2,13.100000000000001,17.2,24.700000000000003,42.7,7.9,24.7,24.7,40.300000000000004,35.1,15.3,42.5,29.0,19.4,24.7,19.4,17.2,18.1,10.2,10.2,18.1
Clermont-Ferrand,12.5,14.5,0.0,4.5,0.0,5.5,0.0,10.6,7.9,0.0,11.9,0.0,15.600000000000001,33.4,0.0,12.3,9.899999999999999,0.0,12.3,5.5,37.6,0.0,29.4,4.3,20.9,11.100000000000001,19.8,11.8,11.8,29.4,0.0,1.7,0.0,32.5,0.0,29.4,3.2,16.7,31.1,11.100000000000001,23.5,6.7,10.8,0.0,39.8,6.7,0.0,20.9,0.0,29.4,33.4,7.1,7.9,29.4,7.1,7.1,39.8,13.899999999999999,0.0,25.6,11.8,33.4,24.7,0.0,2.0,0.0,17.4,14.200000000000001,14.200000000000001,16.3,11.100000000000001,3.2,29.4,29.700000000000003,21.8,7.5,14.200000000000001,7.5,7.5,9.899999999999999,17.7,0.0,0.0,15.600000000000001,10.4,14.899999999999999,4.3,12.3,11.100000000000001,0.0,11.100000000000001,7.5,7.5,7.5,7.5,7.5
Pau,11.3,79.3,2.0,61.099999999999994,66.89999999999999,59.0,2.0,12.6,10.1,2.0,21.200000000000003,2.0,41.9,62.5,2.0,33.1,51.6,41.900000000000006,10.6,59.0,63.9,2.0,54.900000000000006,33.1,2.0,13.100000000000001,3.7,62.5,64.39999999999999,54.900000000000006,41.9,11.9,2.0,33.1,38.5,54.900000000000006,33.1,45.8,15.0,13.100000000000001,15.6,52.699999999999996,2.0,2.0,54.900000000000006,59.3,6.4,2.0,2.0,33.1,54.900000000000006,9.1,9.9,33.1,9.1,9.1,54.900000000000006,15.899999999999999,2.0,75.60000000000001,62.5,62.5,75.60000000000001,2.0,0.0,2.0,33.1,16.200000000000003,16.200000000000003,2.0,13.100000000000001,5.2,58.5,15.4,21.0,72.3,62.5,72.3,72.3,33.1,67.7,13.6,2.0,41.9,44.199999999999996,52.7,33.1,33.1,13.100000000000001,2.0,13.100000000000001,72.3,78.89999999999999,72.3,72.3,65.5
Tarbes,9.3,14.5,0.0,59.099999999999994,64.89999999999999,57.0,0.0,10.6,8.1,0.0,19.200000000000003,0.0,39.9,41.4,0.0,12.0,30.5,8.8,8.6,57.0,61.9,0.0,33.800000000000004,0.0,0.0,11.100000000000001,1.7,41.4,20.6,33.800000000000004,39.9,9.9,0.0,12.0,36.5,33.800000000000004,0.0,24.7,13.0,11.100000000000001,17.6,0.0,0.0,0.0,33.800000000000004,15.5,4.4,0.0,0.0,12.0,33.800000000000004,7.1,7.9,12.0,7.1,7.1,33.800000000000004,13.899999999999999,0.0,25.6,41.4,41.4,54.5,0.0,2.0,0.0,31.1,14.200000000000001,14.200000000000001,0.0,11.100000000000001,3.2,37.4,13.4,19.0,7.5,41.4,7.5,28.5,12.0,46.6,11.6,0.0,39.9,42.199999999999996,31.6,12.0,0.0,11.100000000000001,0.0,11.100000000000001,28.5,7.5,7.5,7.5,7.5
Perpignan,40.5,31.9,17.4,40.0,45.8,37.9,33.5,28.0,20.1,17.4,11.9,17.4,20.799999999999997,46.8,17.4,28.800000000000004,62.0,17.4,17.4,37.9,42.8,17.4,17.4,17.4,28.800000000000004,28.5,36.199999999999996,29.199999999999996,29.199999999999996,41.5,20.799999999999997,21.200000000000003,21.200000000000003,43.5,17.4,17.4,17.4,30.099999999999998,47.5,28.5,21.200000000000003,17.4,31.2,31.2,41.5,24.099999999999998,28.800000000000004,31.5,31.2,17.4,17.4,24.5,25.299999999999997,17.4,24.5,24.5,41.5,31.3,17.4,43.0,29.2,46.8,42.099999999999994,17.4,33.1,31.1,0.0,31.6,31.6,31.2,28.5,20.599999999999998,42.8,54.2,59.800000000000004,24.9,31.599999999999994,24.9,24.9,28.800000000000004,35.099999999999994,23.8,24.400000000000002,20.799999999999997,23.099999999999998,63.1,17.4,17.4,28.5,17.4,28.5,24.9,24.9,24.9,24.9,24.9
Strasbourg,8.4,13.2,14.2,34.5,30.000000000000004,35.5,29.9,15.2,22.099999999999998,11.1,26.1,14.2,44.300000000000004,27.9,14.2,18.5,24.1,15.3,26.5,35.5,38.9,11.1,27.9,18.5,35.1,3.1,26.0,16.2,28.5,27.9,41.4,15.899999999999999,14.2,18.5,14.2,27.9,18.5,46.8,30.000000000000004,3.1,36.0,39.9,17.0,17.0,60.99999999999999,33.3,14.2,35.1,17.0,50.599999999999994,27.9,4.0,7.3,49.3,4.0,4.0,27.9,15.2,11.1,15.2,13.2,16.2,23.4,14.2,16.2,14.2,31.599999999999998,0.0,0.0,17.0,3.1,11.0,40.4,23.300000000000004,17.700000000000003,20.5,27.9,20.299999999999997,20.5,24.1,22.7,14.2,14.2,44.300000000000004,39.1,62.99999999999999,18.5,18.5,4.0,11.1,3.1,20.299999999999997,20.5,20.5,20.5,13.2
Colmar,8.4,9.2,14.2,34.5,30.000000000000004,35.5,29.9,15.2,22.099999999999998,7.1,26.1,14.2,44.300000000000004,23.9,14.2,18.5,24.1,11.1,26.5,35.5,38.9,11.1,23.9,18.5,35.1,3.1,26.0,12.2,24.5,23.9,41.4,15.899999999999999,14.2,18.5,14.2,23.9,14.3,27.799999999999997,30.000000000000004,3.1,36.0,17.8,17.0,17.0,50.9,51.6,14.2,35.1,17.0,40.5,23.9,0.0,3.1,40.5,0.0,0.0,50.9,15.2,11.1,15.2,9.2,12.2,19.4,14.2,16.2,14.2,31.599999999999998,0.0,0.0,17.0,3.1,11.0,36.4,23.300000000000004,17.700000000000003,16.5,23.9,16.299999999999997,16.5,24.1,18.7,14.2,14.2,44.300000000000004,39.1,29.1,18.5,18.5,0.0,21.1,3.1,16.299999999999997,16.5,16.5,16.5,9.2
Lyon,9.3,42.0,5.6,24.6,20.1,25.6,12.9,32.0,7.9,27.5,11.9,0.0,27.3,39.0,0.0,9.899999999999999,15.499999999999998,5.6,28.6,25.6,29.0,20.6,35.0,9.899999999999999,37.2,13.9,9.0,17.4,17.4,35.0,24.400000000000002,1.7,0.0,48.800000000000004,13.8,35.0,8.8,22.299999999999997,20.1,13.9,9.7,12.3,0.0,0.0,45.4,12.3,0.0,7.1,0.0,35.0,39.0,28.5,28.5,35.0,13.9,28.5,45.4,13.9,5.6,53.1,39.3,39.0,52.2,16.3,2.0,0.0,31.2,17.0,17.0,0.0,13.9,6.0,35.0,13.4,19.0,35.0,19.799999999999997,35.0,35.0,15.499999999999998,45.2,0.0,0.0,27.3,22.1,20.5,9.899999999999999,9.899999999999999,13.9,27.5,13.9,35.0,35.0,35.0,35.0,35.0
Vesoul,5.3,9.2,11.100000000000001,31.400000000000002,26.900000000000002,32.400000000000006,26.8,0.0,19.0,7.1,23.0,11.100000000000001,41.2,23.9,11.100000000000001,15.400000000000002,21.0,8.0,23.400000000000002,32.400000000000006,35.800000000000004,8.0,37.4,15.400000000000002,32.0,0.0,22.9,12.2,53.6,37.4,38.3,12.8,11.100000000000001,15.400000000000002,11.100000000000001,37.4,11.2,24.7,26.900000000000002,0.0,32.900000000000006,14.7,13.9,13.9,47.8,48.5,11.100000000000001,32.0,13.9,37.4,23.9,0.0,0.0,37.4,0.0,0.0,47.8,0.0,8.0,0.0,9.2,12.2,19.4,11.100000000000001,13.100000000000001,11.100000000000001,28.5,3.1,3.1,13.9,0.0,7.9,37.4,20.200000000000003,14.600000000000001,25.5,23.9,25.5,25.5,21.0,18.7,11.100000000000001,11.100000000000001,41.2,36.0,26.0,15.400000000000002,15.400000000000002,0.0,18.0,0.0,25.5,16.5,16.5,25.5,9.2
Mâcon,9.3,36.0,3.2,30.599999999999998,26.099999999999998,31.599999999999998,18.9,26.0,11.100000000000001,21.5,15.100000000000001,3.2,33.300000000000004,36.599999999999994,3.2,7.5,13.1,3.2,15.5,31.599999999999998,35.0,14.600000000000001,32.599999999999994,7.5,24.1,7.9,15.0,15.0,15.0,32.599999999999994,30.400000000000002,4.9,3.2,7.5,3.2,32.599999999999994,6.4,19.9,26.099999999999998,7.9,25.0,9.9,6.0,6.0,42.99999999999999,9.9,3.2,24.1,6.0,32.599999999999994,36.599999999999994,22.5,22.5,32.599999999999994,7.9,22.5,42.99999999999999,7.9,3.2,47.1,33.3,36.599999999999994,46.2,3.2,5.2,3.2,20.599999999999998,11.0,11.0,6.0,7.9,0.0,32.599999999999994,19.4,18.6,29.0,17.4,29.0,29.0,13.1,39.2,3.2,3.2,33.300000000000004,28.1,18.1,7.5,7.5,7.9,21.5,7.9,29.0,29.0,29.0,29.0,29.0
Le Mans,41.900000000000006,7.0,29.4,33.9,29.4,34.9,29.4,7.0,39.2,29.099999999999998,42.3,25.4,45.0,4.0,25.4,25.4,23.700000000000003,29.4,25.4,34.9,67.0,29.4,11.100000000000001,15.299999999999999,25.4,37.4,49.2,4.0,11.9,11.100000000000001,28.799999999999997,33.0,37.4,25.4,25.4,11.100000000000001,15.299999999999999,12.7,55.1,40.5,42.9,19.6,40.2,29.4,20.6,17.0,25.4,37.4,29.4,10.2,4.0,36.4,36.4,8.9,36.4,36.4,11.100000000000001,43.199999999999996,29.4,17.1,4.0,4.0,17.1,29.4,58.5,37.4,42.8,40.4,36.4,35.0,37.4,32.6,0.0,48.4,51.2,19.9,4.0,19.9,19.9,25.6,9.2,29.799999999999997,29.799999999999997,45.0,39.8,22.6,25.4,25.4,36.4,47.5,37.4,19.9,26.5,26.5,19.9,7.0
Chambéry,14.9,55.4,19.0,11.2,6.7,12.2,19.7,38.3,62.699999999999996,40.9,54.099999999999994,13.4,36.300000000000004,52.400000000000006,13.4,23.3,28.9,19.0,42.0,12.2,15.6,26.9,48.400000000000006,23.3,50.6,20.2,18.0,30.799999999999997,30.799999999999997,48.400000000000006,33.4,15.1,13.4,62.2,36.8,48.400000000000006,22.2,35.7,6.7,20.2,23.1,25.7,13.4,13.4,58.800000000000004,25.7,13.4,20.5,13.4,48.400000000000006,52.400000000000006,34.8,34.8,48.400000000000006,20.2,34.8,58.800000000000004,20.2,19.0,66.5,52.699999999999996,52.400000000000006,65.6,29.700000000000003,15.4,13.4,54.199999999999996,23.3,23.3,13.4,20.2,19.4,48.400000000000006,0.0,5.6,48.4,33.199999999999996,48.4,48.4,28.9,58.599999999999994,13.4,13.4,29.2,31.1,33.9,23.3,23.3,20.2,40.9,20.2,48.4,48.4,48.4,48.4,48.4
Annecy,9.3,38.400000000000006,21.8,16.8,12.3,17.8,25.3,32.7,68.3,37.0,59.7,19.0,41.900000000000006,55.2,19.0,26.1,31.700000000000003,21.8,34.1,17.8,21.2,21.3,51.2,26.1,42.7,14.600000000000001,23.6,33.6,33.6,51.2,39.0,20.7,19.0,26.1,42.4,51.2,25.0,38.5,12.3,14.600000000000001,43.6,28.5,19.0,19.0,61.6,28.5,19.0,26.1,19.0,51.2,55.2,29.200000000000003,29.200000000000003,51.2,14.600000000000001,29.200000000000003,61.6,14.600000000000001,21.8,32.7,48.8,55.2,48.60000000000001,21.8,21.0,19.0,59.8,17.700000000000003,17.700000000000003,19.0,14.600000000000001,18.6,51.2,5.6,0.0,44.5,36.0,44.5,44.5,31.700000000000003,47.900000000000006,19.0,19.0,34.8,36.7,36.7,26.1,26.1,14.600000000000001,37.0,14.600000000000001,44.5,44.5,44.5,44.5,44.5
Paris,35.199999999999996,0.0,7.5,59.6,55.1,60.6,7.5,0.0,15.399999999999999,9.2,19.4,7.5,23.099999999999998,5.4,7.5,39.2,44.800000000000004,19.7,19.8,60.6,64.0,17.5,5.4,28.5,28.5,25.5,27.3,3.0,8.0,5.4,7.5,9.2,7.5,39.2,7.5,5.4,19.6,26.5,55.1,29.9,56.7,19.6,18.3,7.5,40.5,13.0,7.5,28.5,7.5,30.099999999999998,5.4,16.5,16.5,28.799999999999997,16.5,16.5,5.4,23.3,7.5,11.1,4.3,3.0,10.2,7.5,72.3,7.5,24.9,20.5,16.5,35.0,25.5,29.0,19.9,48.4,44.5,0.0,5.4,0.0,0.0,44.800000000000004,10.2,7.5,7.5,23.099999999999998,17.9,42.5,39.2,28.5,16.5,7.5,16.5,0.0,0.0,0.0,0.0,0.0
Rouen,26.7,14.7,14.2,18.7,14.2,19.7,14.2,14.7,43.2,14.6,26.1,14.2,29.8,0.0,14.2,29.4,3.3000000000000003,14.2,23.0,19.7,51.8,22.9,0.0,23.0,29.4,30.9,34.0,2.4,2.4,0.0,14.2,37.0,41.4,29.4,14.2,0.0,14.1,16.7,39.9,35.3,46.9,14.1,25.0,14.2,0.0,7.5,29.4,41.4,14.2,14.2,0.0,23.9,23.9,12.4,23.9,23.9,0.0,14.7,14.2,13.100000000000001,0.0,0.0,13.100000000000001,14.2,62.5,41.4,31.599999999999998,27.9,23.9,19.799999999999997,23.9,17.4,4.0,33.199999999999996,36.0,5.4,0.0,5.4,12.0,29.6,5.2,14.2,33.8,29.8,24.6,2.2,29.4,29.4,23.9,12.9,23.9,5.4,5.4,5.4,5.4,5.4
Melun,35.199999999999996,7.0,7.5,59.6,55.1,60.6,7.5,7.0,15.399999999999999,9.2,19.4,7.5,23.099999999999998,5.4,7.5,39.2,44.800000000000004,19.7,19.8,60.6,64.0,17.5,5.4,11.8,28.4,25.5,27.3,3.0,8.0,30.999999999999996,7.5,9.2,7.5,39.2,7.5,30.999999999999996,19.6,26.5,55.1,29.9,56.7,19.6,18.3,7.5,40.5,13.0,7.5,28.4,7.5,30.099999999999998,5.4,18.8,16.299999999999997,28.799999999999997,16.299999999999997,16.299999999999997,30.999999999999996,23.099999999999998,7.5,18.1,4.3,3.0,17.2,7.5,72.3,7.5,24.9,20.299999999999997,16.299999999999997,35.0,25.5,29.0,19.9,48.4,44.5,0.0,5.4,0.0,0.0,44.800000000000004,10.2,7.5,7.5,23.099999999999998,17.9,42.5,39.2,11.8,16.299999999999997,7.5,25.5,0.0,0.0,0.0,0.0,0.0
Versailles,35.199999999999996,6.6,7.5,59.6,55.1,60.6,7.5,6.6,15.399999999999999,9.2,19.4,7.5,23.099999999999998,12.0,7.5,39.2,43.6,19.7,19.8,60.6,64.0,17.5,30.999999999999996,28.5,28.5,25.5,27.3,9.6,8.0,30.999999999999996,7.5,9.2,28.5,39.2,7.5,30.999999999999996,19.6,26.5,55.1,29.9,56.7,19.6,18.3,7.5,40.5,13.0,7.5,28.5,7.5,30.099999999999998,12.0,16.5,16.5,28.799999999999997,16.5,16.5,30.999999999999996,23.3,7.5,17.7,10.899999999999999,9.6,24.699999999999996,7.5,72.3,28.5,24.9,20.5,16.5,35.0,25.5,29.0,19.9,48.4,44.5,0.0,12.0,0.0,0.0,45.5,16.799999999999997,7.5,7.5,23.099999999999998,17.9,42.5,39.2,28.5,16.5,7.5,25.5,0.0,6.6,6.6,0.0,6.6
Niort,22.4,51.8,9.899999999999999,22.599999999999998,9.899999999999999,20.5,9.899999999999999,51.8,13.8,13.0,16.900000000000002,0.0,3.4,29.6,0.0,0.0,0.0,8.8,0.0,20.5,25.4,8.8,12.7,5.6,0.0,21.0,29.7,29.6,37.5,12.7,3.4,7.6000000000000005,12.0,0.0,0.0,12.7,5.6,18.299999999999997,35.6,21.0,17.5,25.199999999999996,20.7,9.899999999999999,12.7,31.799999999999997,0.0,12.0,0.0,15.4,12.7,63.599999999999994,16.700000000000003,15.4,20.1,20.1,12.7,26.900000000000002,8.8,42.7,29.6,29.6,42.7,9.899999999999999,33.1,12.0,28.800000000000004,24.1,24.1,15.499999999999998,21.0,13.099999999999998,25.6,28.9,31.7,44.8,29.6,44.8,45.5,0.0,34.800000000000004,4.4,4.4,3.4,5.699999999999999,5.0,5.6,0.0,21.0,13.0,21.0,44.8,52.1,44.8,44.8,32.6
Amiens,38.6,9.5,17.7,69.8,65.3,70.8,17.7,9.5,25.599999999999998,19.4,29.6,17.7,33.300000000000004,5.2,17.7,34.599999999999994,8.5,19.4,30.0,70.8,74.2,26.6,5.2,28.2,34.599999999999994,18.7,37.5,7.6,7.6,5.2,17.7,19.4,46.599999999999994,34.599999999999994,17.7,5.2,19.299999999999997,21.9,65.3,33.300000000000004,52.099999999999994,19.299999999999997,28.5,17.7,5.2,12.7,34.599999999999994,46.599999999999994,17.7,19.4,5.2,18.7,18.7,17.6,18.7,18.7,5.2,9.5,17.7,7.9,4.9,5.2,7.9,17.7,67.69999999999999,46.599999999999994,35.099999999999994,22.7,18.7,45.2,18.7,39.2,9.2,58.6,47.900000000000006,10.2,5.2,10.2,16.799999999999997,34.8,0.0,17.7,38.99999999999999,33.300000000000004,28.1,7.4,34.599999999999994,34.599999999999994,18.7,17.7,18.7,10.2,10.2,10.2,10.2,10.2
Albi,9.3,14.5,0.0,22.599999999999998,28.4,20.5,0.0,10.6,7.9,0.0,11.9,0.0,3.4,33.8,0.0,4.4,37.6,0.0,0.0,20.5,25.4,0.0,17.1,0.0,4.4,11.100000000000001,1.7,11.8,11.8,17.1,3.4,1.7,1.7,19.1,0.0,17.1,0.0,17.1,13.0,11.100000000000001,1.7,0.0,0.0,0.0,17.1,6.7,4.4,7.1,0.0,4.4,17.1,7.1,7.9,4.4,7.1,7.1,17.1,13.899999999999999,0.0,25.6,11.8,33.8,24.7,0.0,13.6,11.6,23.8,14.200000000000001,14.200000000000001,0.0,11.100000000000001,3.2,29.8,13.4,19.0,7.5,14.200000000000001,7.5,7.5,4.4,17.7,0.0,0.0,3.4,5.699999999999999,9.4,4.4,0.0,11.100000000000001,0.0,11.100000000000001,7.5,7.5,7.5,7.5,7.5
