Ciudad,Bourg-en-Bresse,Laon,Moulins,Digne-les-Bains,Gap,Nice,Privas,Charleville-Mézières,Foix,Troyes,Carcassonne,Rodez,Marseille,Caen,Aurillac,Angoulême,La Rochelle,Bourges,Tulle,Ajaccio,Bastia,Dijon,Saint-Brieuc,Guéret,Périgueux,Besançon,Valence,Évreux,Chartres,Quimper,Nîmes,Toulouse,Auch,Bordeaux,Montpellier,Rennes,Châteauroux,Tours,Grenoble,Lons-le-Saunier,Mont-de-Marsan,Blois,Saint-Étienne,Le Puy-en-Velay,Nantes,Orléans,Cahors,Agen,Mende,Angers,Saint-Lô,Châlons-en-Champagne,Chaumont,Laval,Nancy,Bar-le-Duc,Vannes,Metz,Nevers,Lille,Beauvais,Alençon,Arras,Clermont-Ferrand,Pau,Tarbes,Perpignan,Strasbourg,Colmar,Lyon,Vesoul,Mâcon,Le Mans,Chambéry,Annecy,Paris,Rouen,Melun,Versailles,Niort,Amiens,Albi,Montauban,Toulon,Avignon,La Roche-sur-Yon,Poitiers,Limoges,Épinal,Auxerre,Belfort,Évry-Courcouronnes,Nanterre,Bobigny,Créteil,Cergy
Dijon,70.462334,151.977667,102.194,256.758335,218.193668,326.808335,204.283667,139.833,314.021667,96.542666,297.306666,210.372333,268.859999,249.84433199999998,185.054,218.81533299999998,267.04699999999997,112.781667,177.099333,515.084668,546.104668,inf,302.838001,150.225667,222.526,41.604333,186.113333,197.728332,174.95366700000002,336.442335,263.658333,279.281,300.597666,263.00733299999996,257.78666599999997,271.995668,149.125667,178.737334,164.795001,38.002667,323.77866599999993,162.292667,137.985,165.60500000000002,264.903001,137.17000000000002,245.818,280.528,206.11433300000002,226.883001,275.162665,105.951,41.044,258.185668,109.733667,78.33099999999999,306.333001,123.543667,78.717,209.80366700000002,189.821666,242.380665,201.766334,117.385,360.139333,336.043333,321.219999,131.24699900000002,104.547666,108.98400000000001,50.811,76.745,226.883001,139.221334,111.525334,133.503999,224.52599899999998,105.423666,141.329666,241.26833299999998,202.907667,251.802333,261.469333,319.956999,238.341666,277.490668,206.207,179.68699999999998,80.73266699999999,57.414333,76.129333,117.852666,155.139666,141.329666,126.138666,161.123999
Saint-Brieuc,321.322334,200.674666,231.486334,458.075332,430.810667,523.183999,347.950667,247.628666,353.796999,272.846999,358.738332,285.406666,409.874332,81.479,260.088333,173.816666,139.558666,190.056334,224.182333,711.460332,733.392665,302.83800099999996,inf,197.02266699999998,213.865666,344.44233399999996,351.178667,133.595,154.65533299999998,49.716,358.777332,319.056332,304.015666,214.219333,332.820999,30.842333,175.496,124.100667,385.15900100000005,319.001667,274.99066600000003,153.55700000000002,303.050334,298.234667,71.351666,182.25300000000001,265.422999,267.649333,320.852333,75.955,56.160667,246.701333,311.60833299999996,63.424333000000004,307.925666,274.321333,43.271333,310.69433300000003,224.12100099999998,212.88466599999998,149.148,106.797333,190.78866599999998,246.677334,326.496666,339.461333,396.254332,365.78466599999996,386.64266599999996,306.13633400000003,353.64900099999994,280.259334,102.706333,359.58533400000005,362.385334,197.819333,106.797333,225.899666,195.799333,128.703999,149.744666,317.237332,293.299999,460.97133199999996,384.093999,100.711333,135.338,193.800333,336.92666599999995,256.401334,373.29299899999995,219.276333,186.311,201.962333,209.788,170.199333
Guéret,137.86766699999998,236.537667,48.031667,285.920667,247.356,351.479666,164.496,259.337,215.42599900000002,160.353,200.636666,113.702333,238.16999900000002,189.623333,88.384,68.589666,122.524667,59.436667,52.478,539.755999,561.688332,150.225667,197.022667,inf,75.494666,170.99266699999998,167.724,182.17700100000002,146.731334,230.627001,187.072999,180.68533200000002,169.862999,112.781666,161.116666,166.18033400000002,36.826667,88.22200000000001,201.70433400000002,135.547,173.552999,81.018667,119.59566699999999,114.78,154.098333,108.947667,127.051999,133.496666,149.148,121.067667,208.531001,225.455,191.26966699999997,152.370334,231.439333,197.835,195.528333,246.52533300000002,71.508667,295.972667,240.41033399999998,164.305,286.326334,63.222667,225.058999,205.30866600000002,224.549999,273.064333,246.36499999999998,122.681667,192.628334,96.804667,136.367667,176.13066700000002,178.93066699999997,184.09266699999998,208.974668,169.234,183.632334,96.746,251.92200100000002,155.132333,154.928999,289.266999,212.389666,134.429667,61.684667,29.461333,222.550001,121.22466700000001,217.946667,160.15533399999998,201.74066699999997,195.601001,180.410001,211.71266699999998
Périgueux,210.168,308.838,120.33200000000001,271.640332,285.260334,336.748999,202.40033400000002,331.637333,139.931333,232.653333,144.87266599999998,98.971666,223.439332,230.105333,81.332667,40.049,99.42866699999999,134.931333,45.426667,525.025332,546.957665,222.526,213.865666,75.494666,inf,243.293,209.642333,249.439333,222.226,220.770667,172.342332,105.190666,94.368333,52.109333,146.385999,183.023333,112.321333,128.704,248.56233300000002,207.84733300000002,106.17500000000001,156.513333,161.514,152.684334,142.514,184.442333,51.557333,58.002,140.401666,139.94133300000001,226.294666,297.755333,263.57,171.24400000000003,303.739666,270.135333,183.94400000000002,318.825666,143.809,361.51099899999997,297.774333,204.787,339.41499899999997,105.141,153.91000000000003,129.81400000000002,190.37699899999998,345.36466600000006,318.66533300000003,173.919,264.928667,169.10500000000002,176.849667,227.368,251.231,259.587333,255.423666,241.534333,259.12699999999995,85.161667,298.370999,103.371666,79.434333,274.536332,197.658999,122.845334,80.558333,46.033333,294.85033400000003,193.525,290.247,235.64999999999998,277.23533299999997,271.095667,255.904667,286.04366600000003
Besançon,67.90533400000001,177.221667,122.96100000000001,254.20133500000003,215.63666800000004,324.25133500000004,201.726667,157.434001,334.78866700000003,138.146999,318.073666,231.13933300000002,266.302999,291.448665,205.82100000000003,239.582333,293.517334,154.386,197.86633300000003,512.5276680000001,543.547668,41.604333,344.442334,170.992667,243.29300000000003,inf,183.556333,239.332665,216.55800000000002,378.046668,261.101333,300.048,321.364666,283.774333,278.553666,313.600001,190.73,220.341667,162.23800100000003,35.445667,344.545666,203.897,135.428,163.048,306.507334,178.774333,266.58500000000004,301.295,203.557333,268.48733400000003,316.766998,131.195,66.288,299.790001,80.558334,103.57499999999999,347.937334,94.368334,120.321333,227.40466800000002,228.779,283.984998,227.010334,138.15200000000002,380.906333,356.810333,341.986999,102.071666,75.372333,106.42699999999999,21.635667,74.188,268.48733400000003,136.66433400000003,108.96833400000001,175.108332,266.130332,147.027999,182.933999,267.738667,228.151667,272.56933300000003,282.236333,317.399999,235.784666,305.42233400000003,232.677334,200.454,51.557334,99.018666,46.954,159.456999,196.743999,182.933999,167.742999,202.728332
Valence,118.192333,308.198333,119.69233299999999,125.359334,86.794667,195.409334,23.796,325.946333,211.34066700000002,232.013666,167.29500000000002,132.895,82.746666,328.479333,144.86366700000002,233.725999,290.24866699999995,161.122333,164.215666,383.68566699999997,406.264999,186.113333,351.17866699999996,167.724,209.642333,183.556333,inf,283.862667,248.417,384.78300099999996,77.545,201.80366700000002,223.12033300000002,261.751666,103.501333,320.33633399999997,197.466333,227.078,38.92,148.110666,267.345333,210.633333,48.128333,73.512,313.24366699999996,210.633333,180.309333,219.172333,91.465,275.223667,353.797666,292.064333,227.157333,306.52633399999996,264.114667,264.444333,354.67366699999997,277.924667,143.169333,367.633333,325.29266600000005,303.161,357.98699999999997,104.50133299999999,282.66200000000003,258.56600000000003,166.934666,285.62799900000005,258.928666,77.129333,205.192,109.368333,275.223667,64.493667,92.189667,268.974999,310.660334,240.894666,276.800666,264.46999999999997,345.00266600000003,174.32500000000002,183.99200000000002,133.843666,52.228333,302.153667,229.40866699999998,194.597666,235.11366700000002,192.885333,230.510333,253.323666,290.61066600000004,276.800666,261.609666,296.59499900000003
Évreux,254.00633399999998,89.542666,164.170334,402.059334,363.494667,472.109334,280.634667,136.496666,375.99800100000004,139.251999,359.283,272.348667,361.141667,52.116,247.03033399999998,209.390333,202.62666599999997,122.74033399999999,234.655001,660.385667,684.66,197.728332,133.595,182.177001,249.439333,239.332665,283.862667,inf,35.445667,183.311,340.938333,341.257334,343.378666,253.582333,319.763,120.705666,146.117334,120.735333,317.843001,230.84333199999998,314.353666,101.92533399999999,235.734334,230.918667,151.191666,73.229334,300.996666,307.012333,271.428,113.17166599999999,77.434333,135.569333,200.476333,94.339333,196.793666,163.189333,159.833999,199.562333,156.805001,132.885,65.30199999999999,44.652333,110.789,179.361334,365.85966599999995,378.824333,383.196333,254.652666,275.510666,238.820334,245.128666,212.943334,72.589666,292.269334,295.06933399999997,64.224333,26.797667,92.304666,66.221,184.73233299999998,69.745,313.778667,323.44566699999996,412.23866699999996,330.623334,163.77933299999998,168.881,211.638334,225.794666,140.313999,262.160999,88.161666,52.715999999999994,68.36733299999999,76.193,36.604333
Chartres,218.56066700000002,119.55599899999999,128.724667,366.613667,328.04900000000004,436.66366700000003,245.18900000000002,166.509999,340.5523340000001,123.997333,323.83733300000006,236.90300000000002,325.696,87.561667,211.58466700000002,184.591,181.986,87.294667,199.209334,624.94,649.214333,174.953667,154.65533299999998,146.731334,222.226,216.558,248.417,35.445667,inf,188.25966699999998,305.492666,305.81166700000006,316.594333,228.78300000000002,284.317333,123.81299999999999,110.67166700000001,95.936,282.397334,208.068667,289.55433300000004,66.479667,200.288667,195.473,130.55100000000002,37.783667,272.34866700000003,280.228,235.982333,92.531,112.88,132.21800000000002,197.12500000000003,91.231,193.44233300000002,159.83800000000002,162.941333,208.52833300000003,121.359334,168.330667,99.458334,79.886333,146.234667,143.915667,341.060333,352.04,347.750666,251.30133300000003,272.159333,203.37466700000002,225.764667,177.497667,51.949,256.823667,259.623667,62.779667,62.243334000000004,77.05,41.144,164.091667,105.190667,278.333,288.0,376.793,295.17766700000004,143.138667,144.081667,176.192667,222.44333300000002,117.539334,251.083,64.621,59.25233299999999,74.90366599999999,62.319333,70.760667
Quimper,354.926668,250.390666,265.090668,484.124999,464.41500099999996,549.233666,381.55500099999995,297.344666,360.702,312.25700000000006,365.643333,311.456333,435.923999,131.195,286.138,180.72166699999997,146.463667,223.66066800000002,250.23199999999997,737.509999,759.442332,336.442335,49.716,230.627001,220.77066699999997,378.046668,384.78300099999996,183.31099999999998,188.25966700000004,inf,384.826999,325.96133299999997,310.920667,221.12433399999998,358.87066599999997,64.446667,209.100334,157.705001,418.76333500000004,352.606001,281.895667,187.161334,336.65466799999996,331.83900099999994,78.256667,215.857334,272.328,274.554334,346.902,109.559334,105.876667,296.417333,361.32433299999997,97.02866700000001,357.641666,324.037333,36.826667,360.41033300000004,257.72533500000003,262.600666,198.86399999999998,146.715667,240.504666,280.28166799999997,333.401667,346.366334,411.14766599999996,415.50066599999997,436.35866599999997,339.740668,387.253335,313.863668,136.31066700000002,393.18966800000004,395.989668,247.53533299999998,156.513333,265.30966700000005,229.40366700000004,135.60899999999998,199.460666,324.14233299999995,300.205,487.02099899999996,410.143666,107.616334,168.94233400000002,219.84999999999997,386.64266599999996,290.005668,412.571668,252.88066700000005,236.027,251.67833299999998,250.57900000000004,219.91533299999998
Nîmes,195.73733299999998,365.273999,176.767999,99.298,113.84433399999999,164.406667,75.305334,388.073332,133.795667,289.089332,89.75,73.370666,51.097,372.98633200000006,98.688999,204.105332,263.484999,218.197999,134.594999,352.683,374.615333,263.65833299999997,358.777332,187.072999,172.342332,261.101333,77.545,340.938333,305.492666,384.826999,inf,129.43200000000002,159.81400000000002,213.077999,25.956333,327.934999,223.89966600000002,271.58499900000004,116.465,225.655666,205.38700000000003,267.708999,125.673333,110.019666,306.570332,267.708999,120.784999,159.647999,69.510333,282.822332,370.285666,354.191332,304.70233299999995,314.124999,341.659667,326.571332,348.000332,355.469667,200.244999,424.708999,382.368332,347.66799900000007,415.062666,161.576999,210.382,186.286,89.389666,363.17299900000006,336.47366600000004,154.674333,282.737,186.913333,319.73066600000004,142.038667,169.734667,326.050665,367.736,297.970332,333.87633199999993,249.21799900000002,402.078332,114.800666,124.46766600000001,102.194,25.316667,286.90166600000003,223.439332,164.976999,312.65866700000004,249.96099900000002,308.055333,310.39933199999996,347.686332,333.87633199999993,318.68533199999996,353.670665
Toulouse,248.53200000000004,365.5930000000001,177.08700000000002,228.73000000000002,243.27633400000002,293.83866700000004,178.00766700000003,388.39233300000006,34.740667,289.408333,39.682,68.90866700000001,180.52900000000002,335.29599900000005,94.227,145.239666,189.027333,218.51700000000002,130.133,482.115,504.04733300000004,279.281,319.05633199999994,180.685332,105.190666,300.04800000000006,201.80366700000002,341.257334,305.811667,325.96133299999997,129.43200000000002,inf,30.382,114.36666600000001,103.475667,288.21399899999994,217.511999,233.894666,240.72366700000003,264.60233300000004,75.955,261.703999,178.46800000000002,150.848,247.70466599999997,268.028,53.633333,60.936666,110.33866700000002,245.131999,331.48533199999997,354.51033300000006,320.325,276.434666,360.49466600000005,326.89033300000006,289.134666,375.58066600000006,200.56400000000002,425.0280000000001,382.6873330000001,309.97766600000006,415.38166700000005,161.89600000000002,80.95,56.854,85.186333,402.1196660000001,375.4203330000001,207.46900000000002,321.68366700000007,225.86,282.04033300000003,260.918,288.61400000000003,326.36966600000005,360.61433200000005,298.28933300000006,334.195333,190.352333,402.39733300000006,27.478667,25.756333,231.62600000000003,154.748667,227.874666,185.748999,151.223999,351.6053340000001,250.28000000000003,347.00200000000007,310.71833300000003,348.00533300000006,334.195333,319.00433300000003,353.98966600000006
Auch,269.84866600000004,386.909666,198.40366600000002,259.11199999999997,273.65833399999997,324.220667,199.32433300000002,409.708999,65.122667,310.724999,70.06400000000001,90.225333,210.911,324.044666,115.543666,133.988333,164.457,229.299666,139.79500000000002,512.497,534.429333,300.597666,304.01566599999995,169.862999,94.368333,321.364666,223.12033300000002,343.378666,316.594333,310.920667,159.814,30.382,inf,89.796333,133.857667,273.17333299999996,206.689666,222.643333,262.04033300000003,285.918999,45.573,250.881666,199.78466600000002,172.164666,232.664,278.810666,67.005333,36.366333,131.655333,233.88066600000002,316.444666,375.826999,341.641666,265.183333,381.811332,348.206999,274.094,396.897332,221.88066600000002,446.344666,391.713666,298.726333,433.354332,183.212666,59.541667000000004,35.445667,115.56833300000001,423.43633200000005,396.736999,228.78566600000002,343.000333,247.176666,270.789,282.234666,309.93066600000003,347.686332,349.362999,319.605999,353.495333,179.101,392.310332,57.86066700000001,39.128333,262.008,185.130667,203.30433299999999,174.497666,140.401666,372.922,271.596666,368.318666,330.01833300000004,369.321999,355.51199899999995,340.320999,375.306332
Bordeaux,250.649333,321.939667,160.813333,312.375999,326.922333,377.484666,248.806333,368.893667,149.10733299999998,273.13466600000004,154.048666,139.707333,264.174999,234.248333,133.442,44.192,74.660667,172.218333,97.536,565.760999,587.693332,263.007333,214.219333,112.781666,52.109333,283.774333,261.751666,253.582333,228.78300000000002,221.12433400000003,213.077999,114.366666,89.796333,inf,187.121666,183.377,141.782666,132.847,300.671666,248.328666,60.771333,162.303333,213.623333,204.79366700000003,142.867667,190.999333,93.939333,53.43,181.137333,144.08433300000002,226.648333,330.977667,304.051333,175.387,344.220999,310.616666,184.29766700000002,359.306999,184.290333,365.653999,301.917333,208.93,343.557999,157.250333,112.277333,125.242,199.552999,385.84599900000006,359.14666600000004,226.02833300000003,305.41,209.586333,180.992667,279.47733300000004,291.712333,266.144333,259.566666,254.636,265.68399999999997,89.304667,302.513999,118.532,88.610333,315.271999,238.394666,113.50800000000001,84.701333,83.320333,335.33166700000004,234.006333,330.728333,242.207,283.792333,277.65266699999995,262.461667,290.186666
