funcion,nombre_funcion,metodo,dimension,n_corridas,mejor_valor_final,peor_valor_final,promedio_valor_final,mediana_valor_final,desviacion_valor_final,promedio_evaluaciones,mediana_evaluaciones,promedio_iteraciones,mediana_iteraciones
griewank,Griewank,gradient,2,100,9.844837389749728e-09,0.0468352015570985,0.0155073139367983,0.0098646818689233,0.0121639178208316,1766.94,1787.5,1764.94,1785.5
griewank,Griewank,gradient,2,500,9.844837389749728e-09,0.0468352015570985,0.0200199576863887,0.027125394235798,0.0105021864284048,1732.034,1772.0,1730.034,1770.0
griewank,Griewank,gradient,2,1000,9.844837389749728e-09,0.0468352015570985,0.0205159642653688,0.027125394235798,0.0098952531245493,1741.053,1807.0,1739.053,1805.0
griewank,Griewank,gradient,3,100,0.0073986045126203,0.9876357588019812,0.0374985788753772,0.0253887262363989,0.0966619450644865,2002.0,2002.0,2000.0,2000.0
griewank,Griewank,gradient,3,500,0.0073986045126203,0.9876357588019812,0.0351738453536826,0.0295850318249837,0.0445381942120444,2002.0,2002.0,2000.0,2000.0
griewank,Griewank,gradient,3,1000,0.0073986045126203,0.9876357588019812,0.0347518469827351,0.0295866940992436,0.032460357667149,2002.0,2002.0,2000.0,2000.0
