funcion,nombre_funcion,metodo,dimension,n_corridas,mejor_valor_final,peor_valor_final,promedio_valor_final,mediana_valor_final,desviacion_valor_final,promedio_evaluaciones,mediana_evaluaciones,promedio_iteraciones,mediana_iteraciones
rosenbrock,Rosenbrock,gradient,2,100,0.0013359044696877,5.203229414089558,2.2665064222023594,1.8648632196159116,1.7110403883701182,1002.0,1002.0,1000.0,1000.0
rosenbrock,Rosenbrock,gradient,2,500,0.0001849783111942,5.648255194541807,1.4943953065529618,0.745528848586569,1.6455763231054292,1002.0,1002.0,1000.0,1000.0
rosenbrock,Rosenbrock,gradient,2,1000,0.0001849783111942,5.648255194541807,1.4907307824448326,0.745528848586569,1.5898592025563791,1002.0,1002.0,1000.0,1000.0
rosenbrock,Rosenbrock,gradient,3,100,0.0869607749098702,4.324086193261854,2.263876381615111,2.592915268055587,1.099447387346839,1002.0,1002.0,1000.0,1000.0
rosenbrock,Rosenbrock,gradient,3,500,0.0869607749098702,4.792868384790851,2.022776952870742,1.8732916605627103,1.1698097582619549,1002.0,1002.0,1000.0,1000.0
rosenbrock,Rosenbrock,gradient,3,1000,0.0317850782663842,4.792868384790851,2.029338743632493,2.176434310109556,1.1715526004663053,1002.0,1002.0,1000.0,1000.0
